UTILITY CHARACTERISTICS,,,,,,TOTAL,,
,,,,,,Revenue,Sales,Customers
Year,Month,Utility Number,Utility Name,State,Data Status,Thousands Dollars,Megawatthours,Count
2013,1,84,A & N Electric Coop,MD,Final,33,290,319
2013,1,84,A & N Electric Coop,VA,Final,6239,59945,34326
2013,2,84,A & N Electric Coop,MD,Final,32,276,318
2013,2,84,A & N Electric Coop,VA,Final,6449,61235,34312
2013,3,84,A & N Electric Coop,MD,Final,32,277,319
2013,3,84,A & N Electric Coop,VA,Final,6545,62855,34288
2013,4,84,A & N Electric Coop,MD,Final,24,205,318
2013,4,84,A & N Electric Coop,VA,Final,5677,53556,34264
2013,5,84,A & N Electric Coop,MD,Final,18,142,318
2013,5,84,A & N Electric Coop,VA,Final,4764,46956,34314
2013,6,84,A & N Electric Coop,MD,Final,23,195,318
2013,6,84,A & N Electric Coop,VA,Final,4872,47633,34367
2013,7,84,A & N Electric Coop,MD,Final,30,261,317
2013,7,84,A & N Electric Coop,VA,Final,5672,56090,34416
2013,8,84,A & N Electric Coop,MD,Final,30,262,316
2013,8,84,A & N Electric Coop,VA,Final,6625,66314,34454
2013,9,84,A & N Electric Coop,MD,Final,27,235,316
2013,9,84,A & N Electric Coop,VA,Final,5943,58932,34477
2013,10,84,A & N Electric Coop,MD,Final,21,174,317
2013,10,84,A & N Electric Coop,VA,Final,5003,49358,34492
2013,11,84,A & N Electric Coop,MD,Final,21,176,318
2013,11,84,A & N Electric Coop,VA,Final,4667,44485,34551
2013,12,84,A & N Electric Coop,MD,Final,29,249,317
2013,12,84,A & N Electric Coop,VA,Final,5497,52692,34572
2013,1,176,Ajo Improvement Co,AZ,Final,66,905,1022
2013,2,176,Ajo Improvement Co,AZ,Final,64,880,1036
2013,3,176,Ajo Improvement Co,AZ,Final,52,722,1041
2013,4,176,Ajo Improvement Co,AZ,Final,53,787,1042
2013,5,176,Ajo Improvement Co,AZ,Final,73,1066,1020
2013,6,176,Ajo Improvement Co,AZ,Final,78,1115,1018
2013,7,176,Ajo Improvement Co,AZ,Final,93,1335,1020
2013,8,176,Ajo Improvement Co,AZ,Final,96,1413,1011
2013,9,176,Ajo Improvement Co,AZ,Final,70,991,1010
2013,10,176,Ajo Improvement Co,AZ,Final,67,964,1025
2013,11,176,Ajo Improvement Co,AZ,Final,47,721,1007
2013,12,176,Ajo Improvement Co,AZ,Final,55,759,1027
2013,1,195,Alabama Power Co,AL,Final,389007,4499066,1440265
2013,2,195,Alabama Power Co,AL,Final,366414,4198693,1441224
2013,3,195,Alabama Power Co,AL,Final,385474,4402155,1442694
2013,4,195,Alabama Power Co,AL,Final,344288,3994233,1442404
2013,5,195,Alabama Power Co,AL,Final,392966,4428975,1441791
2013,6,195,Alabama Power Co,AL,Final,483539,4991069,1442632
2013,7,195,Alabama Power Co,AL,Final,479180,5076542,1442316
2013,8,195,Alabama Power Co,AL,Final,499052,5239243,1443263
2013,9,195,Alabama Power Co,AL,Final,460156,4765579,1444017
2013,10,195,Alabama Power Co,AL,Final,394149,4364924,1443480
2013,11,195,Alabama Power Co,AL,Final,362967,4337064,1444228
2013,12,195,Alabama Power Co,AL,Final,394922,4629024,1444803
2013,1,213,Alaska Electric Light&Power Co,AK,Final,4343,33662,16181
2013,2,213,Alaska Electric Light&Power Co,AK,Final,4135,31225,16149
2013,3,213,Alaska Electric Light&Power Co,AK,Final,3975,29500,16157
2013,4,213,Alaska Electric Light&Power Co,AK,Final,3984,28806,16175
2013,5,213,Alaska Electric Light&Power Co,AK,Final,3646,32546,16219
2013,6,213,Alaska Electric Light&Power Co,AK,Final,2860,29746,16297
2013,7,213,Alaska Electric Light&Power Co,AK,Final,2698,30248,16315
2013,8,213,Alaska Electric Light&Power Co,AK,Final,2702,29218,16310
2013,9,213,Alaska Electric Light&Power Co,AK,Final,2788,30367,16305
2013,10,213,Alaska Electric Light&Power Co,AK,Final,2769,29880,16372
2013,11,213,Alaska Electric Light&Power Co,AK,Final,3559,33998,16354
2013,12,213,Alaska Electric Light&Power Co,AK,Final,4200,37809,16364
2013,1,219,Alaska Power and Telephone Co,AK,Final,1630,5684,6871
2013,2,219,Alaska Power and Telephone Co,AK,Final,1578,5349,6843
2013,3,219,Alaska Power and Telephone Co,AK,Final,1463,4762,6847
2013,4,219,Alaska Power and Telephone Co,AK,Final,1773,5287,6950
2013,5,219,Alaska Power and Telephone Co,AK,Final,1681,5164,7076
2013,6,219,Alaska Power and Telephone Co,AK,Final,1324,5373,7141
2013,7,219,Alaska Power and Telephone Co,AK,Final,1425,5493,7134
2013,8,219,Alaska Power and Telephone Co,AK,Final,1594,6178,7173
2013,9,219,Alaska Power and Telephone Co,AK,Final,1648,6156,7212
2013,10,219,Alaska Power and Telephone Co,AK,Final,1488,4905,7185
2013,11,219,Alaska Power and Telephone Co,AK,Final,1366,4893,7065
2013,12,219,Alaska Power and Telephone Co,AK,Final,1663,5959,6995
2013,1,261,AGC Division of APG Inc,IN,Final,14522,391242,1
2013,2,261,AGC Division of APG Inc,IN,Final,13338,352805,1
2013,3,261,AGC Division of APG Inc,IN,Final,18087,392837,1
2013,4,261,AGC Division of APG Inc,IN,Final,17840,377047,1
2013,5,261,AGC Division of APG Inc,IN,Final,17378,389904,1
2013,6,261,AGC Division of APG Inc,IN,Final,14830,379863,1
2013,7,261,AGC Division of APG Inc,IN,Final,17206,393005,1
2013,8,261,AGC Division of APG Inc,IN,Final,20018,390010,1
2013,9,261,AGC Division of APG Inc,IN,Final,13851,375826,1
2013,10,261,AGC Division of APG Inc,IN,Final,14252,384297,1
2013,11,261,AGC Division of APG Inc,IN,Final,13896,372386,1
2013,12,261,AGC Division of APG Inc,IN,Final,13675,390253,1
2013,1,392,Alpena Power Co,MI,Final,2863,27647,17634
2013,2,392,Alpena Power Co,MI,Final,2524,21588,17617
2013,3,392,Alpena Power Co,MI,Final,2714,25156,17614
2013,4,392,Alpena Power Co,MI,Final,2726,26171,17621
2013,5,392,Alpena Power Co,MI,Final,2798,28907,17609
2013,6,392,Alpena Power Co,MI,Final,2800,27529,17623
2013,7,392,Alpena Power Co,MI,Final,3108,30163,17617
2013,8,392,Alpena Power Co,MI,Final,2997,29959,17608
2013,9,392,Alpena Power Co,MI,Final,2835,29245,17613
2013,10,392,Alpena Power Co,MI,Final,2832,28897,17613
2013,11,392,Alpena Power Co,MI,Final,2777,27306,17616
2013,12,392,Alpena Power Co,MI,Final,2945,28450,17634
2013,1,471,Amana Society Service Co,IA,Final,535,6898,888
2013,2,471,Amana Society Service Co,IA,Final,529,6552,889
2013,3,471,Amana Society Service Co,IA,Final,513,6620,889
2013,4,471,Amana Society Service Co,IA,Final,635,7045,891
2013,5,471,Amana Society Service Co,IA,Final,700,7278,889
2013,6,471,Amana Society Service Co,IA,Final,767,7174,889
2013,7,471,Amana Society Service Co,IA,Final,721,8533,890
2013,8,471,Amana Society Service Co,IA,Final,681,8168,890
2013,9,471,Amana Society Service Co,IA,Final,664,7910,890
2013,10,471,Amana Society Service Co,IA,Final,709,7766,888
2013,11,471,Amana Society Service Co,IA,Final,577,6521,888
2013,12,471,Amana Society Service Co,IA,Final,534,6354,887
2013,1,599,Anchorage Municipal Light and Power,AK,Final,8538,98207,30787
2013,2,599,Anchorage Municipal Light and Power,AK,Final,8187,92720,30688
2013,3,599,Anchorage Municipal Light and Power,AK,Final,8127,87531,30712
2013,4,599,Anchorage Municipal Light and Power,AK,Final,9657,88299,30777
2013,5,599,Anchorage Municipal Light and Power,AK,Final,9291,83642,30882
2013,6,599,Anchorage Municipal Light and Power,AK,Final,9411,84379,30765
2013,7,599,Anchorage Municipal Light and Power,AK,Final,8859,81497,30949
2013,8,599,Anchorage Municipal Light and Power,AK,Final,8987,85217,30838
2013,9,599,Anchorage Municipal Light and Power,AK,Final,8925,85042,30870
2013,10,599,Anchorage Municipal Light and Power,AK,Final,9836,82888,30798
2013,11,599,Anchorage Municipal Light and Power,AK,Final,10974,85183,30704
2013,12,599,Anchorage Municipal Light and Power,AK,Final,11805,92867,30667
2013,1,689,Connexus Energy,MN,Final,18968,176199,127155
2013,2,689,Connexus Energy,MN,Final,16073,154129,127210
2013,3,689,Connexus Energy,MN,Final,17094,158701,127336
2013,4,689,Connexus Energy,MN,Final,15428,143954,127414
2013,5,689,Connexus Energy,MN,Final,16448,144175,127487
2013,6,689,Connexus Energy,MN,Final,18530,165534,127540
2013,7,689,Connexus Energy,MN,Final,24842,205808,127640
2013,8,689,Connexus Energy,MN,Final,23908,204155,127810
2013,9,689,Connexus Energy,MN,Final,18661,160593,127892
2013,10,689,Connexus Energy,MN,Final,17473,152973,127892
2013,11,689,Connexus Energy,MN,Final,16647,154776,127892
2013,12,689,Connexus Energy,MN,Final,19799,184761,127793
2013,1,727,Appalachian Electric Coop,TN,Final,9650,94321,44878
2013,2,727,Appalachian Electric Coop,TN,Final,8279,83124,44806
2013,3,727,Appalachian Electric Coop,TN,Final,8290,83122,44935
2013,4,727,Appalachian Electric Coop,TN,Final,7738,74836,44966
2013,5,727,Appalachian Electric Coop,TN,Final,6388,59970,44983
2013,6,727,Appalachian Electric Coop,TN,Final,7656,68834,44999
2013,7,727,Appalachian Electric Coop,TN,Final,8261,76157,45107
2013,8,727,Appalachian Electric Coop,TN,Final,8535,79547,45132
2013,9,727,Appalachian Electric Coop,TN,Final,8001,75307,45126
2013,10,727,Appalachian Electric Coop,TN,Final,6445,62447,45143
2013,11,727,Appalachian Electric Coop,TN,Final,7055,68054,45155
2013,12,727,Appalachian Electric Coop,TN,Final,8804,86018,45169
2013,1,733,Appalachian Power Co,VA,Final,137332,1479874,524281
2013,1,733,Appalachian Power Co,WV,Final,115552,1428675,437455
2013,2,733,Appalachian Power Co,VA,Final,134909,1432959,524340
2013,2,733,Appalachian Power Co,WV,Final,111072,1314607,437382
2013,3,733,Appalachian Power Co,VA,Final,140437,1517899,524393
2013,3,733,Appalachian Power Co,WV,Final,113677,1374060,436584
2013,4,733,Appalachian Power Co,VA,Final,98770,1129665,524083
2013,4,733,Appalachian Power Co,WV,Final,84280,1040157,436150
2013,5,733,Appalachian Power Co,VA,Final,103207,1166389,523156
2013,5,733,Appalachian Power Co,WV,Final,89159,1067914,435274
2013,6,733,Appalachian Power Co,VA,Final,108105,1237075,523237
2013,6,733,Appalachian Power Co,WV,Final,88966,1085561,433972
2013,7,733,Appalachian Power Co,VA,Final,118573,1340104,523583
2013,7,733,Appalachian Power Co,WV,Final,97323,1164523,434420
2013,8,733,Appalachian Power Co,VA,Final,115633,1311004,523484
2013,8,733,Appalachian Power Co,WV,Final,94691,1128360,434053
2013,9,733,Appalachian Power Co,VA,Final,102092,1171400,523660
2013,9,733,Appalachian Power Co,WV,Final,81566,1009981,433963
2013,10,733,Appalachian Power Co,VA,Final,105681,1198601,524060
2013,10,733,Appalachian Power Co,WV,Final,85517,1069601,434411
2013,11,733,Appalachian Power Co,VA,Final,122851,1361109,524484
2013,11,733,Appalachian Power Co,WV,Final,98276,1217972,434790
2013,12,733,Appalachian Power Co,VA,Final,129070,1437367,525222
2013,12,733,Appalachian Power Co,WV,Final,100480,1284814,435184
2013,1,803,Arizona Public Service Co,AZ,Final,227436,2220224,1149113
2013,2,803,Arizona Public Service Co,AZ,Final,198803,1865111,1149992
2013,3,803,Arizona Public Service Co,AZ,Final,207611,1915972,1150031
2013,4,803,Arizona Public Service Co,AZ,Final,225148,1954957,1146416
2013,5,803,Arizona Public Service Co,AZ,Final,286212,2363576,1143082
2013,6,803,Arizona Public Service Co,AZ,Final,350908,2901759,1141429
2013,7,803,Arizona Public Service Co,AZ,Final,390172,3230692,1143204
2013,8,803,Arizona Public Service Co,AZ,Final,374424,3124395,1141539
2013,9,803,Arizona Public Service Co,AZ,Final,318138,2636810,1145238
2013,10,803,Arizona Public Service Co,AZ,Final,230967,1982973,1146668
2013,11,803,Arizona Public Service Co,AZ,Final,197839,1830145,1151858
2013,12,803,Arizona Public Service Co,AZ,Final,221275,2060991,1160971
2013,1,814,Entergy Arkansas Inc,AR,Final,141436,1771580,694431
2013,1,814,Entergy Arkansas Inc,TN,Final,1,5,7
2013,2,814,Entergy Arkansas Inc,AR,Final,134912,1696466,694856
2013,2,814,Entergy Arkansas Inc,TN,Final,1,4,7
2013,3,814,Entergy Arkansas Inc,AR,Final,133291,1673215,693739
2013,3,814,Entergy Arkansas Inc,TN,Final,0,4,7
2013,4,814,Entergy Arkansas Inc,AR,Final,116456,1546000,693987
2013,4,814,Entergy Arkansas Inc,TN,Final,0,3,7
2013,5,814,Entergy Arkansas Inc,AR,Final,110933,1451931,695008
2013,5,814,Entergy Arkansas Inc,TN,Final,0,1,7
2013,6,814,Entergy Arkansas Inc,AR,Final,139430,1670557,698941
2013,6,814,Entergy Arkansas Inc,TN,Final,0,1,7
2013,7,814,Entergy Arkansas Inc,AR,Final,173263,2046538,703999
2013,7,814,Entergy Arkansas Inc,TN,Final,0,1,7
2013,8,814,Entergy Arkansas Inc,AR,Final,173224,2020144,704876
2013,8,814,Entergy Arkansas Inc,TN,Final,0,2,7
2013,9,814,Entergy Arkansas Inc,AR,Final,174327,2040863,704556
2013,9,814,Entergy Arkansas Inc,TN,Final,0,2,7
2013,10,814,Entergy Arkansas Inc,AR,Final,136709,1777543,703631
2013,10,814,Entergy Arkansas Inc,TN,Final,0,1,7
2013,11,814,Entergy Arkansas Inc,AR,Final,114883,1477439,700793
2013,11,814,Entergy Arkansas Inc,TN,Final,0,1,7
2013,12,814,Entergy Arkansas Inc,AR,Final,129820,1686855,700388
2013,12,814,Entergy Arkansas Inc,TN,Final,1,5,7
2013,1,817,Arkansas Valley Elec Coop Corp,AR,Final,8954,108679,53049
2013,1,817,Arkansas Valley Elec Coop Corp,OK,Final,655,7545,4480
2013,2,817,Arkansas Valley Elec Coop Corp,AR,Final,8667,104649,52989
2013,2,817,Arkansas Valley Elec Coop Corp,OK,Final,607,7237,4500
2013,3,817,Arkansas Valley Elec Coop Corp,AR,Final,7815,91799,53098
2013,3,817,Arkansas Valley Elec Coop Corp,OK,Final,572,6436,4489
2013,4,817,Arkansas Valley Elec Coop Corp,AR,Final,7742,87589,53074
2013,4,817,Arkansas Valley Elec Coop Corp,OK,Final,584,6307,4487
2013,5,817,Arkansas Valley Elec Coop Corp,AR,Final,7039,78922,53153
2013,5,817,Arkansas Valley Elec Coop Corp,OK,Final,559,5728,4476
2013,6,817,Arkansas Valley Elec Coop Corp,AR,Final,8312,88319,52885
2013,6,817,Arkansas Valley Elec Coop Corp,OK,Final,681,7064,4481
2013,7,817,Arkansas Valley Elec Coop Corp,AR,Final,9028,102834,53031
2013,7,817,Arkansas Valley Elec Coop Corp,OK,Final,725,8364,4511
2013,8,817,Arkansas Valley Elec Coop Corp,AR,Final,9301,110002,53017
2013,8,817,Arkansas Valley Elec Coop Corp,OK,Final,741,9039,4502
2013,9,817,Arkansas Valley Elec Coop Corp,AR,Final,9129,107778,53045
2013,9,817,Arkansas Valley Elec Coop Corp,OK,Final,706,8728,4499
2013,10,817,Arkansas Valley Electric Cooperative,AR,Final,7994,88916,52975
2013,10,817,Arkansas Valley Electric Cooperative,OK,Final,603,6877,4513
2013,11,817,Arkansas Valley Elec Coop Corp,AR,Final,7382,78162,52917
2013,11,817,Arkansas Valley Elec Coop Corp,OK,Final,560,5545,4492
2013,12,817,Arkansas Valley Elec Coop Corp,AR,Final,8998,97235,52913
2013,12,817,Arkansas Valley Elec Coop Corp,OK,Final,688,7346,4472
2013,1,963,Atlantic City Electric Co,NJ,Final,57843,374441,433395
2013,2,963,Atlantic City Electric Co,NJ,Final,51306,333624,432329
2013,3,963,Atlantic City Electric Co,NJ,Final,54556,352708,432163
2013,4,963,Atlantic City Electric Co,NJ,Final,42402,274984,431439
2013,5,963,Atlantic City Electric Co,NJ,Final,43258,283778,430621
2013,6,963,Atlantic City Electric Co,NJ,Final,63072,388997,430106
2013,7,963,Atlantic City Electric Co,NJ,Final,97803,565194,429241
2013,8,963,Atlantic City Electric Co,NJ,Final,86365,498945,429175
2013,9,963,Atlantic City Electric Co,NJ,Final,62196,365010,430433
2013,10,963,Atlantic City Electric Co,NJ,Final,42857,292558,432138
2013,11,963,Atlantic City Electric Co,NJ,Final,37891,293272,433882
2013,12,963,Atlantic City Electric Co,NJ,Final,49789,360626,436372
2013,1,1167,Baltimore Gas & Electric Co,MD,Final,148749,1178957,875249
2013,2,1167,Baltimore Gas & Electric Co,MD,Final,136728,1077987,872053
2013,3,1167,Baltimore Gas & Electric Co,MD,Final,131405,1031640,868375
2013,4,1167,Baltimore Gas & Electric Co,MD,Final,104655,801896,865492
2013,5,1167,Baltimore Gas & Electric Co,MD,Final,107614,834297,858404
2013,6,1167,Baltimore Gas & Electric Co,MD,Final,142324,1001940,853078
2013,7,1167,Baltimore Gas & Electric Co,MD,Final,170602,1245856,850007
2013,8,1167,Baltimore Gas & Electric Co,MD,Final,152791,1063156,850178
2013,9,1167,Baltimore Gas & Electric Co,MD,Final,123800,882945,848954
2013,10,1167,Baltimore Gas & Electric Co,MD,Final,113115,838925,847646
2013,11,1167,Baltimore Gas & Electric Co,MD,Final,124849,935618,847630
2013,12,1167,Baltimore Gas & Electric Co,MD,Final,151047,1075078,846154
2013,1,1613,Berkeley Electric Coop Inc,SC,Final,18676,168390,84468
2013,2,1613,Berkeley Electric Coop Inc,SC,Final,16942,166824,84451
2013,3,1613,Berkeley Electric Coop Inc,SC,Final,17821,164507,84790
2013,4,1613,Berkeley Electric Coop Inc,SC,Final,14602,146677,84987
2013,5,1613,Berkeley Electric Coop Inc,SC,Final,14124,131526,85076
2013,6,1613,Berkeley Electric Coop Inc,SC,Final,17012,155257,85222
2013,7,1613,Berkeley Electric Coop Inc,SC,Final,20014,184367,85622
2013,8,1613,Berkeley Electric Coop Inc,SC,Final,20598,190610,85732
2013,9,1613,Berkeley Electric Coop Inc,SC,Final,20134,187608,85643
2013,10,1613,Berkeley Electric Coop Inc,SC,Final,16839,154922,85976
2013,11,1613,Berkeley Electric Coop Inc,SC,Final,15097,138579,85773
2013,12,1613,Berkeley Electric Coop Inc,SC,Final,17093,158270,86126
2013,1,1651,Bethel Utilities Corp,AK,Final,1988,3744,2667
2013,2,1651,Bethel Utilities Corp,AK,Final,1851,3484,2647
2013,3,1651,Bethel Utilities Corp,AK,Final,2000,3799,2666
2013,4,1651,Bethel Utilities Corp,AK,Final,1923,3336,2650
2013,5,1651,Bethel Utilities Corp,AK,Final,1889,3278,2661
2013,6,1651,Bethel Utilities Corp,AK,Final,1669,2865,2660
2013,7,1651,Bethel Utilities Corp,AK,Final,1626,2953,2672
2013,8,1651,Bethel Utilities Corp,AK,Final,1655,3015,2670
2013,9,1651,Bethel Utilities Corp,AK,Final,1643,3002,2663
2013,10,1651,Bethel Utilities Corp,AK,Final,1742,3327,2684
2013,11,1651,Bethel Utilities Corp,AK,Final,1759,3374,2663
2013,12,1651,Bethel Utilities Corp,AK,Final,1869,3559,2671
2013,1,1738,Bonneville Power Administration,ID,Final,0,1436,1
2013,1,1738,Bonneville Power Administration,OR,Final,24,644,1
2013,1,1738,Bonneville Power Administration,WA,Final,12507,633970,9
2013,2,1738,Bonneville Power Administration,ID,Final,0,1269,1
2013,2,1738,Bonneville Power Administration,OR,Final,20,493,1
2013,2,1738,Bonneville Power Administration,WA,Final,12031,566221,9
2013,3,1738,Bonneville Power Administration,ID,Final,0,1992,1
2013,3,1738,Bonneville Power Administration,OR,Final,19,453,1
2013,3,1738,Bonneville Power Administration,WA,Final,12496,618063,9
2013,4,1738,Bonneville Power Administration,ID,Final,0,2519,1
2013,4,1738,Bonneville Power Administration,OR,Final,17,372,1
2013,4,1738,Bonneville Power Administration,WA,Final,11876,590341,9
2013,5,1738,Bonneville Power Administration,ID,Final,0,1707,1
2013,5,1738,Bonneville Power Administration,OR,Final,8,306,1
2013,5,1738,Bonneville Power Administration,WA,Final,10057,613997,9
2013,6,1738,Bonneville Power Administration,ID,Final,0,1042,1
2013,6,1738,Bonneville Power Administration,OR,Final,8,246,1
2013,6,1738,Bonneville Power Administration,WA,Final,10334,593215,9
2013,7,1738,Bonneville Power Administration,ID,Final,0,807,1
2013,7,1738,Bonneville Power Administration,OR,Final,6,256,1
2013,7,1738,Bonneville Power Administration,WA,Final,11495,600508,9
2013,8,1738,Bonneville Power Administration,ID,Final,0,1015,1
2013,8,1738,Bonneville Power Administration,OR,Final,9,265,1
2013,8,1738,Bonneville Power Administration,WA,Final,12674,606275,9
2013,9,1738,Bonneville Power Administration,ID,Final,0,1031,1
2013,9,1738,Bonneville Power Administration,OR,Final,10,262,1
2013,9,1738,Bonneville Power Administration,WA,Final,12150,580188,9
2013,10,1738,Bonneville Power Administration,ID,Final,0,1183,1
2013,10,1738,Bonneville Power Administration,OR,Final,16,365,1
2013,10,1738,Bonneville Power Administration,WA,Final,13472,608703,9
2013,11,1738,Bonneville Power Administration,ID,Final,0,1200,1
2013,11,1738,Bonneville Power Administration,OR,Final,19,475,1
2013,11,1738,Bonneville Power Administration,WA,Final,13496,593179,9
2013,12,1738,Bonneville Power Administration,ID,Final,0,1320,1
2013,12,1738,Bonneville Power Administration,OR,Final,27,691,1
2013,12,1738,Bonneville Power Administration,WA,Final,14911,617675,9
2013,1,1764,Black Diamond Power Co,WV,Final,822,6325,4949
2013,2,1764,Black Diamond Power Co,WV,Final,849,6602,4933
2013,3,1764,Black Diamond Power Co,WV,Final,711,5451,4938
2013,4,1764,Black Diamond Power Co,WV,Final,650,4888,4858
2013,5,1764,Black Diamond Power Co,WV,Final,516,3807,4924
2013,6,1764,Black Diamond Power Co,WV,Final,538,3970,4924
2013,7,1764,Black Diamond Power Co,WV,Final,624,4586,4928
2013,8,1764,Black Diamond Power Co,WV,Final,570,4240,4915
2013,9,1764,Black Diamond Power Co,WV,Final,593,4389,4896
2013,10,1764,Black Diamond Power Co,WV,Final,457,3177,4915
2013,11,1764,Black Diamond Power Co,WV,Final,670,4794,4908
2013,12,1764,Black Diamond Power Co,WV,Final,676,4861,4911
2013,1,1769,"Black Hills Electric Coop, Inc",SD,Final,1777,17657,9331
2013,2,1769,"Black Hills Electric Coop, Inc",SD,Final,1480,14011,9333
2013,3,1769,"Black Hills Electric Coop, Inc",SD,Final,1508,13417,9341
2013,4,1769,"Black Hills Electric Coop, Inc",SD,Final,1350,12338,9357
2013,5,1769,"Black Hills Electric Coop, Inc",SD,Final,1248,8974,9378
2013,6,1769,"Black Hills Electric Coop, Inc",SD,Final,1135,8807,9415
2013,7,1769,"Black Hills Electric Coop, Inc",SD,Final,1379,10559,9411
2013,8,1769,"Black Hills Electric Coop, Inc",SD,Final,1357,10159,9432
2013,9,1769,"Black Hills Electric Coop, Inc",SD,Final,1221,8570,9435
2013,10,1769,"Black Hills Electric Coop, Inc",SD,Final,1360,9870,9432
2013,11,1769,"Black Hills Electric Coop, Inc",SD,Final,1518,17489,9438
2013,12,1769,"Black Hills Electric Coop, Inc",SD,Final,1881,18293,9429
2013,1,1857,Block Island Power Co,RI,Final,272,536,1842
2013,2,1857,Block Island Power Co,RI,Final,271,517,1865
2013,3,1857,Block Island Power Co,RI,Final,271,517,1865
2013,4,1857,Block Island Power Co,RI,Final,284,627,1871
2013,5,1857,Block Island Power Co,RI,Final,377,771,1871
2013,6,1857,Block Island Power Co,RI,Final,726,1208,1875
2013,7,1857,Block Island Power Co,RI,Final,1101,1807,1872
2013,8,1857,Block Island Power Co,RI,Final,951,1537,1873
2013,9,1857,Block Island Power Co,RI,Final,747,1183,1876
2013,10,1857,Block Island Power Co,RI,Final,347,763,1878
2013,11,1857,Block Island Power Co,RI,Final,299,643,1881
2013,12,1857,Block Island Power Co,RI,Final,250,553,1881
2013,1,2008,City of Boulder City - (NV),NV,Final,942,10728,7779
2013,2,2008,City of Boulder City - (NV),NV,Final,1084,12395,7774
2013,3,2008,City of Boulder City - (NV),NV,Final,896,10054,7774
2013,4,2008,City of Boulder City - (NV),NV,Final,846,9443,7774
2013,5,2008,City of Boulder City - (NV),NV,Final,898,10106,7776
2013,6,2008,City of Boulder City - (NV),NV,Final,1157,12807,7788
2013,7,2008,City of Boulder City - (NV),NV,Final,1412,15745,7833
2013,8,2008,City of Boulder City - (NV),NV,Final,1837,20702,7819
2013,9,2008,City of Boulder City - (NV),NV,Final,1553,17412,7820
2013,10,2008,City of Boulder City - (NV),NV,Final,1210,13356,7830
2013,11,2008,City of Boulder City - (NV),NV,Final,833,9057,7797
2013,12,2008,City of Boulder City - (NV),NV,Final,887,9917,7806
2013,1,2010,City of Bountiful,UT,Final,2156,23950,16696
2013,2,2010,City of Bountiful,UT,Final,2343,26091,16656
2013,3,2010,City of Bountiful,UT,Final,2096,23013,16695
2013,4,2010,City of Bountiful,UT,Final,1954,21761,16680
2013,5,2010,City of Bountiful,UT,Final,1838,20099,16725
2013,6,2010,City of Bountiful,UT,Final,1944,21378,16702
2013,7,2010,City of Bountiful,UT,Final,2423,26889,16767
2013,8,2010,City of Bountiful,UT,Final,3015,33789,16733
2013,9,2010,City of Bountiful,UT,Final,2935,33156,16715
2013,10,2010,City of Bountiful,UT,Final,2276,25233,16756
2013,11,2010,City of Bountiful,UT,Final,1905,21135,16721
2013,12,2010,City of Bountiful,UT,Final,1873,20139,16761
2013,1,2247,City of Bristol - (TN),TN,Final,8690,95126,32858
2013,2,2247,City of Bristol - (TN),TN,Final,7604,87462,32847
2013,3,2247,City of Bristol - (TN),TN,Final,7824,88721,32814
2013,4,2247,City of Bristol - (TN),TN,Final,7005,79819,32890
2013,5,2247,City of Bristol - (TN),TN,Final,5561,61717,32895
2013,6,2247,City of Bristol - (TN),TN,Final,6426,64344,33000
2013,7,2247,City of Bristol - (TN),TN,Final,7068,73022,32956
2013,8,2247,City of Bristol - (TN),TN,Final,7128,73602,33010
2013,9,2247,City of Bristol - (TN),TN,Final,6629,69561,32890
2013,10,2247,City of Bristol - (TN),TN,Final,5366,60641,32946
2013,11,2247,City of Bristol - (TN),TN,Final,5653,62911,32867
2013,12,2247,City of Bristol - (TN),TN,Final,7552,83184,32931
2013,1,2285,City of Brookings - (SD),SD,Final,2041,27143,10092
2013,2,2285,City of Brookings - (SD),SD,Final,1980,28352,10104
2013,3,2285,City of Brookings - (SD),SD,Final,1825,25353,10050
2013,4,2285,City of Brookings - (SD),SD,Final,1879,25878,10114
2013,5,2285,City of Brookings - (SD),SD,Final,1720,23157,10220
2013,6,2285,City of Brookings - (SD),SD,Final,1603,21221,10376
2013,7,2285,City of Brookings - (SD),SD,Final,2087,23849,10188
2013,8,2285,City of Brookings - (SD),SD,Final,2210,25873,10187
2013,9,2285,City of Brookings - (SD),SD,Final,2220,27095,10296
2013,10,2285,City of Brookings - (SD),SD,Final,1699,21845,10197
2013,11,2285,City of Brookings - (SD),SD,Final,1793,23970,10265
2013,12,2285,City of Brookings - (SD),SD,Final,2142,25973,10407
2013,1,2548,City of Burlington Electric - (VT),VT,Final,4625,28824,20243
2013,2,2548,City of Burlington Electric - (VT),VT,Final,3835,26407,20213
2013,3,2548,City of Burlington Electric - (VT),VT,Final,4007,27554,20268
2013,4,2548,City of Burlington Electric - (VT),VT,Final,3526,25409,20294
2013,5,2548,City of Burlington Electric - (VT),VT,Final,3483,24528,19571
2013,6,2548,City of Burlington Electric - (VT),VT,Final,4424,31592,21608
2013,7,2548,City of Burlington Electric - (VT),VT,Final,4758,33645,20517
2013,8,2548,City of Burlington Electric - (VT),VT,Final,4427,31517,20469
2013,9,2548,City of Burlington Electric - (VT),VT,Final,4226,29261,20552
2013,10,2548,City of Burlington Electric - (VT),VT,Final,3619,26590,20464
2013,11,2548,City of Burlington Electric - (VT),VT,Final,3700,28099,20397
