UTILITY CHARATERISTICS,,,,,,,TOTAL,,
,,,,,,,Revenue,Sales,Customers
2016,1,0,Adjustment 2016,UT,,Preliminary,19290,221147,149661
2016,1,0,Adjustment 2016,VA,,Preliminary,104357,996140,515866
2016,1,0,Adjustment 2016,VT,,Preliminary,5821,39980,46033
2016,1,0,Adjustment 2016,WA,,Preliminary,131735,2283899,677881
2016,1,0,Adjustment 2016,WI,,Preliminary,124068,1101816,554921
2016,1,0,Adjustment 2016,WV,,Preliminary,1565,12879,10437
2016,1,0,Adjustment 2016,WY,,Preliminary,10807,101625,50261
2016,2,0,Adjustment 2016,AK,,Preliminary,14826,55725,35794
2016,2,0,Adjustment 2016,AL,,Preliminary,154691,1484854,827617
2016,2,0,Adjustment 2016,AR,,Preliminary,65055,798037,425337
2016,2,0,Adjustment 2016,AZ,,Preliminary,34515,325943,156144
2016,2,0,Adjustment 2016,CA,,Preliminary,389693,3155389,939932
2016,2,0,Adjustment 2016,CO,,Preliminary,81044,819605,487861
2016,2,0,Adjustment 2016,CT,,Preliminary,235343,1381875,548912
2016,2,0,Adjustment 2016,DC,,Preliminary,85361,693688,43951
2016,2,0,Adjustment 2016,DE,,Preliminary,37463,399491,68780
2016,2,0,Adjustment 2016,FL,,Preliminary,384286,3315836,2105663
2016,2,0,Adjustment 2016,GA,,Preliminary,329018,3392362,1941178
2016,2,0,Adjustment 2016,HI,,Preliminary,0,0,-12122
2016,2,0,Adjustment 2016,IA,,Preliminary,100835,997775,451054
2016,2,0,Adjustment 2016,ID,,Preliminary,10989,136761,73744
2016,2,0,Adjustment 2016,IL,,Preliminary,702558,8194657,2965836
2016,2,0,Adjustment 2016,IN,,Preliminary,134918,1526418,802628
2016,2,0,Adjustment 2016,KS,,Preliminary,73627,728699,427806
2016,2,0,Adjustment 2016,KY,,Preliminary,132758,1617084,804074
2016,2,0,Adjustment 2016,LA,,Preliminary,86260,1085437,587014
2016,2,0,Adjustment 2016,MA,,Preliminary,458519,2920607,1401465
2016,2,0,Adjustment 2016,MD,,Preliminary,312466,2776483,621959
2016,2,0,Adjustment 2016,ME,,Preliminary,52850,459639,149047
2016,2,0,Adjustment 2016,MI,,Preliminary,123598,1374087,513586
2016,2,0,Adjustment 2016,MN,,Preliminary,160429,1490000,777299
2016,2,0,Adjustment 2016,MO,,Preliminary,137043,1632047,938437
2016,2,0,Adjustment 2016,MS,,Preliminary,120640,1179456,617431
2016,2,0,Adjustment 2016,MT,,Preliminary,27416,414900,106037
2016,2,0,Adjustment 2016,NC,,Preliminary,243491,2244065,1376171
2016,2,0,Adjustment 2016,ND,,Preliminary,16308,191231,50863
2016,2,0,Adjustment 2016,NE,,Preliminary,60938,598544,295595
2016,2,0,Adjustment 2016,NH,,Preliminary,59197,454512,131734
2016,2,0,Adjustment 2016,NJ,,Preliminary,345332,2863625,578846
2016,2,0,Adjustment 2016,NM,,Preliminary,33315,326511,212037
2016,2,0,Adjustment 2016,NV,,Preliminary,12299,211133,12015
2016,2,0,Adjustment 2016,NY,,Preliminary,805192,6566934,1762360
2016,2,0,Adjustment 2016,OH,,Preliminary,848917,9190501,3336951
2016,2,0,Adjustment 2016,OK,,Preliminary,95782,1085737,595887
2016,2,0,Adjustment 2016,OR,,Preliminary,71711,1026883,397343
2016,2,0,Adjustment 2016,PA,,Preliminary,831633,8834454,2364332
2016,2,0,Adjustment 2016,RI,,Preliminary,37270,257868,55139
2016,2,0,Adjustment 2016,SC,,Preliminary,139410,1314715,791965
2016,2,0,Adjustment 2016,SD,,Preliminary,21271,216691,100510
2016,2,0,Adjustment 2016,TN,,Preliminary,206237,2301506,1071187
2016,2,0,Adjustment 2016,TX,,Preliminary,1952562,23523816,9864818
2016,2,0,Adjustment 2016,UT,,Preliminary,17628,198843,149426
2016,2,0,Adjustment 2016,VA,,Preliminary,100659,941706,517099
2016,2,0,Adjustment 2016,VT,,Preliminary,5847,40743,46137
2016,2,0,Adjustment 2016,WA,,Preliminary,123706,2087778,680664
2016,2,0,Adjustment 2016,WI,,Preliminary,117051,1009653,557317
2016,2,0,Adjustment 2016,WV,,Preliminary,1577,13122,10458
2016,2,0,Adjustment 2016,WY,,Preliminary,10292,93893,50443
2016,3,0,Adjustment 2016,AK,,Preliminary,14597,53862,36296
2016,3,0,Adjustment 2016,AL,,Preliminary,139418,1328483,828605
2016,3,0,Adjustment 2016,AR,,Preliminary,58998,722431,425818
2016,3,0,Adjustment 2016,AZ,,Preliminary,33197,319767,154732
2016,3,0,Adjustment 2016,CA,,Preliminary,421685,3567026,987363
2016,3,0,Adjustment 2016,CO,,Preliminary,78056,803676,487663
2016,3,0,Adjustment 2016,CT,,Preliminary,232539,1380421,550999
2016,3,0,Adjustment 2016,DC,,Preliminary,79631,692954,44753
2016,3,0,Adjustment 2016,DE,,Preliminary,33617,356211,68536
2016,3,0,Adjustment 2016,FL,,Preliminary,345308,2956478,2108218
2016,3,0,Adjustment 2016,GA,,Preliminary,293551,3003479,1943522
2016,3,0,Adjustment 2016,HI,,Preliminary,0,0,-12320
2016,3,0,Adjustment 2016,IA,,Preliminary,98567,962057,457172
2016,3,0,Adjustment 2016,ID,,Preliminary,10562,129617,74735
2016,3,0,Adjustment 2016,IL,,Preliminary,691749,8102736,2967297
2016,3,0,Adjustment 2016,IN,,Preliminary,120733,1347387,803361
2016,3,0,Adjustment 2016,KS,,Preliminary,68288,681101,428237
2016,3,0,Adjustment 2016,KY,,Preliminary,119163,1429916,804794
2016,3,0,Adjustment 2016,LA,,Preliminary,77010,954355,587699
2016,3,0,Adjustment 2016,MA,,Preliminary,454129,2907418,1457597
2016,3,0,Adjustment 2016,MD,,Preliminary,296340,2617780,618981
2016,3,0,Adjustment 2016,ME,,Preliminary,57433,498398,155401
2016,3,0,Adjustment 2016,MI,,Preliminary,129524,1437181,520417
2016,3,0,Adjustment 2016,MN,,Preliminary,156243,1426646,787636
2016,3,0,Adjustment 2016,MO,,Preliminary,121570,1413221,939263
2016,3,0,Adjustment 2016,MS,,Preliminary,109779,1064177,618162
2016,3,0,Adjustment 2016,MT,,Preliminary,25728,388337,107469
2016,3,0,Adjustment 2016,NC,,Preliminary,217506,1996554,1377854
2016,3,0,Adjustment 2016,ND,,Preliminary,16436,189089,51552
2016,3,0,Adjustment 2016,NE,,Preliminary,60144,577724,299759
2016,3,0,Adjustment 2016,NH,,Preliminary,58829,460691,132570
2016,3,0,Adjustment 2016,NJ,,Preliminary,347651,2864140,615017
2016,3,0,Adjustment 2016,NM,,Preliminary,32302,323318,211941
2016,3,0,Adjustment 2016,NV,,Preliminary,12800,236840,10476
2016,3,0,Adjustment 2016,NY,,Preliminary,792316,6420675,1753146
2016,3,0,Adjustment 2016,OH,,Preliminary,831451,9061588,3331377
2016,3,0,Adjustment 2016,OK,,Preliminary,86746,984587,596597
2016,3,0,Adjustment 2016,OR,,Preliminary,69217,989710,402700
2016,3,0,Adjustment 2016,PA,,Preliminary,764747,8262954,2374257
2016,3,0,Adjustment 2016,RI,,Preliminary,39815,276158,56021
2016,3,0,Adjustment 2016,SC,,Preliminary,123867,1161920,792878
2016,3,0,Adjustment 2016,SD,,Preliminary,20549,206105,101874
2016,3,0,Adjustment 2016,TN,,Preliminary,187960,2047586,1072047
2016,3,0,Adjustment 2016,TX,,Preliminary,1848810,22413787,9896123
2016,3,0,Adjustment 2016,UT,,Preliminary,16845,192215,149288
2016,3,0,Adjustment 2016,VA,,Preliminary,90448,842161,517733
2016,3,0,Adjustment 2016,VT,,Preliminary,5259,35673,46020
2016,3,0,Adjustment 2016,WA,,Preliminary,121430,2040543,689907
2016,3,0,Adjustment 2016,WI,,Preliminary,114732,975560,564741
2016,3,0,Adjustment 2016,WV,,Preliminary,1401,11431,10466
2016,3,0,Adjustment 2016,WY,,Preliminary,10174,91390,51153
2016,4,0,Adjustment 2016,AK,,Preliminary,13418,49077,35958
2016,4,0,Adjustment 2016,AL,,Preliminary,129659,1244332,829322
2016,4,0,Adjustment 2016,AR,,Preliminary,55055,683061,426204
2016,4,0,Adjustment 2016,AZ,,Preliminary,34079,324230,153082
2016,4,0,Adjustment 2016,CA,,Preliminary,390321,3293167,935744
2016,4,0,Adjustment 2016,CO,,Preliminary,80167,811981,487621
2016,4,0,Adjustment 2016,CT,,Preliminary,221574,1340583,556845
2016,4,0,Adjustment 2016,DC,,Preliminary,61925,528285,45448
2016,4,0,Adjustment 2016,DE,,Preliminary,31692,347015,68213
2016,4,0,Adjustment 2016,FL,,Preliminary,320922,2758017,2110075
2016,4,0,Adjustment 2016,GA,,Preliminary,271093,2791037,1945280
2016,4,0,Adjustment 2016,HI,,Preliminary,0,0,-12684
2016,4,0,Adjustment 2016,IA,,Preliminary,88114,866052,452543
2016,4,0,Adjustment 2016,ID,,Preliminary,9331,113922,74000
2016,4,0,Adjustment 2016,IL,,Preliminary,658571,7617224,2972849
2016,4,0,Adjustment 2016,IN,,Preliminary,106686,1199519,804020
2016,4,0,Adjustment 2016,KS,,Preliminary,64769,658526,428597
2016,4,0,Adjustment 2016,KY,,Preliminary,105430,1271496,805454
2016,4,0,Adjustment 2016,LA,,Preliminary,71218,881242,588232
2016,4,0,Adjustment 2016,MA,,Preliminary,422820,2705772,1417791
2016,4,0,Adjustment 2016,MD,,Preliminary,260259,2341950,616907
2016,4,0,Adjustment 2016,ME,,Preliminary,52908,464539,148300
2016,4,0,Adjustment 2016,MI,,Preliminary,122440,1406915,515175
2016,4,0,Adjustment 2016,MN,,Preliminary,139194,1271338,779642
2016,4,0,Adjustment 2016,MO,,Preliminary,106346,1236107,940040
2016,4,0,Adjustment 2016,MS,,Preliminary,102727,1003487,618692
2016,4,0,Adjustment 2016,MT,,Preliminary,24108,394662,106432
2016,4,0,Adjustment 2016,NC,,Preliminary,201156,1861040,1379088
2016,4,0,Adjustment 2016,ND,,Preliminary,15454,180788,53279
2016,4,0,Adjustment 2016,NE,,Preliminary,54174,521341,297118
2016,4,0,Adjustment 2016,NH,,Preliminary,55302,438474,136063
2016,4,0,Adjustment 2016,NJ,,Preliminary,321151,2702674,613005
2016,4,0,Adjustment 2016,NM,,Preliminary,33198,327458,211983
2016,4,0,Adjustment 2016,NV,,Preliminary,12500,224488,9183
2016,4,0,Adjustment 2016,NY,,Preliminary,742174,6059391,1741163
2016,4,0,Adjustment 2016,OH,,Preliminary,775737,8449481,3321707
2016,4,0,Adjustment 2016,OK,,Preliminary,80901,932148,597109
2016,4,0,Adjustment 2016,OR,,Preliminary,63402,915730,398607
2016,4,0,Adjustment 2016,PA,,Preliminary,695262,7657872,2376227
2016,4,0,Adjustment 2016,RI,,Preliminary,38336,263250,56565
2016,4,0,Adjustment 2016,SC,,Preliminary,113933,1079133,793501
2016,4,0,Adjustment 2016,SD,,Preliminary,18394,182894,100852
2016,4,0,Adjustment 2016,TN,,Preliminary,168552,1831882,1072986
2016,4,0,Adjustment 2016,TX,,Preliminary,1806113,22666396,9901792
2016,4,0,Adjustment 2016,UT,,Preliminary,17276,195062,149112
2016,4,0,Adjustment 2016,VA,,Preliminary,83566,789485,518190
2016,4,0,Adjustment 2016,VT,,Preliminary,4659,31479,45995
2016,4,0,Adjustment 2016,WA,,Preliminary,108621,1836100,683057
2016,4,0,Adjustment 2016,WI,,Preliminary,102522,879542,558987
2016,4,0,Adjustment 2016,WV,,Preliminary,1224,10035,10476
2016,4,0,Adjustment 2016,WY,,Preliminary,9192,83409,50651
2016,5,0,Adjustment 2016,AK,,Preliminary,13397,48014,36094
2016,5,0,Adjustment 2016,AL,,Preliminary,142624,1352438,830352
2016,5,0,Adjustment 2016,AR,,Preliminary,60392,739492,427297
2016,5,0,Adjustment 2016,AZ,,Preliminary,36919,340865,151536
2016,5,0,Adjustment 2016,CA,,Preliminary,429454,3381303,943994
2016,5,0,Adjustment 2016,CO,,Preliminary,86573,853276,487841
2016,5,0,Adjustment 2016,CT,,Preliminary,211852,1272596,561196
2016,5,0,Adjustment 2016,DC,,Preliminary,81477,701893,46116
2016,5,0,Adjustment 2016,DE,,Preliminary,36795,406336,67981
2016,5,0,Adjustment 2016,FL,,Preliminary,354001,3006611,2113016
2016,5,0,Adjustment 2016,GA,,Preliminary,298933,3041650,1948432
2016,5,0,Adjustment 2016,HI,,Preliminary,0,0,-12833
2016,5,0,Adjustment 2016,IA,,Preliminary,86283,835316,454210
2016,5,0,Adjustment 2016,ID,,Preliminary,8989,107472,74227
2016,5,0,Adjustment 2016,IL,,Preliminary,700490,8039656,2938035
2016,5,0,Adjustment 2016,IN,,Preliminary,109436,1228734,805478
2016,5,0,Adjustment 2016,KS,,Preliminary,70815,708049,429682
2016,5,0,Adjustment 2016,KY,,Preliminary,108513,1304436,806939
2016,5,0,Adjustment 2016,LA,,Preliminary,78629,963517,589201
2016,5,0,Adjustment 2016,MA,,Preliminary,416454,2727063,1450058
2016,5,0,Adjustment 2016,MD,,Preliminary,294862,2633380,615156
2016,5,0,Adjustment 2016,ME,,Preliminary,53360,465711,154597
2016,5,0,Adjustment 2016,MI,,Preliminary,119606,1346215,516497
2016,5,0,Adjustment 2016,MN,,Preliminary,135771,1214776,782369
2016,5,0,Adjustment 2016,MO,,Preliminary,109263,1262907,941768
2016,5,0,Adjustment 2016,MS,,Preliminary,112677,1087658,619572
2016,5,0,Adjustment 2016,MT,,Preliminary,23279,374362,106733
2016,5,0,Adjustment 2016,NC,,Preliminary,221945,2027481,1381006
2016,5,0,Adjustment 2016,ND,,Preliminary,14858,172721,51216
2016,5,0,Adjustment 2016,NE,,Preliminary,53547,504079,297564
2016,5,0,Adjustment 2016,NH,,Preliminary,52812,423196,139099
2016,5,0,Adjustment 2016,NJ,,Preliminary,368413,3003927,629750
2016,5,0,Adjustment 2016,NM,,Preliminary,35788,342340,211970
2016,5,0,Adjustment 2016,NV,,Preliminary,13523,250728,8484
2016,5,0,Adjustment 2016,NY,,Preliminary,734185,6100683,1823793
2016,5,0,Adjustment 2016,OH,,Preliminary,831086,8978555,3311610
2016,5,0,Adjustment 2016,OK,,Preliminary,88819,1008679,597888
2016,5,0,Adjustment 2016,OR,,Preliminary,61673,884305,399869
2016,5,0,Adjustment 2016,PA,,Preliminary,691509,7747179,2378619
2016,5,0,Adjustment 2016,RI,,Preliminary,39626,270091,57146
2016,5,0,Adjustment 2016,SC,,Preliminary,125561,1175200,794477
2016,5,0,Adjustment 2016,SD,,Preliminary,17886,174308,101215
2016,5,0,Adjustment 2016,TN,,Preliminary,173722,1882731,1075009
2016,5,0,Adjustment 2016,TX,,Preliminary,1981873,24236331,9931787
2016,5,0,Adjustment 2016,UT,,Preliminary,18794,206863,149119
2016,5,0,Adjustment 2016,VA,,Preliminary,91797,857156,518927
2016,5,0,Adjustment 2016,VT,,Preliminary,4796,32260,46018
2016,5,0,Adjustment 2016,WA,,Preliminary,106590,1777608,685307
2016,5,0,Adjustment 2016,WI,,Preliminary,100549,849192,560999
2016,5,0,Adjustment 2016,WV,,Preliminary,1261,10282,10496
2016,5,0,Adjustment 2016,WY,,Preliminary,9107,81462,50821
2016,6,0,Adjustment 2016,AK,,Preliminary,15034,51380,36159
2016,6,0,Adjustment 2016,AL,,Preliminary,179097,1632373,832505
2016,6,0,Adjustment 2016,AR,,Preliminary,75168,876157,428331
2016,6,0,Adjustment 2016,AZ,,Preliminary,45372,403087,149993
2016,6,0,Adjustment 2016,CA,,Preliminary,496135,3754496,959255
2016,6,0,Adjustment 2016,CO,,Preliminary,106263,1009399,488097
2016,6,0,Adjustment 2016,CT,,Preliminary,248034,1513347,561488
2016,6,0,Adjustment 2016,DC,,Preliminary,85103,714637,46349
2016,6,0,Adjustment 2016,DE,,Preliminary,39282,435267,68050
2016,6,0,Adjustment 2016,FL,,Preliminary,447459,3687681,2118235
2016,6,0,Adjustment 2016,GA,,Preliminary,379520,3712832,1953078
2016,6,0,Adjustment 2016,HI,,Preliminary,0,0,-13154
2016,6,0,Adjustment 2016,IA,,Preliminary,98672,906132,455441
2016,6,0,Adjustment 2016,ID,,Preliminary,10352,117481,74444
2016,6,0,Adjustment 2016,IL,,Preliminary,816549,9152635,2911197
2016,6,0,Adjustment 2016,IN,,Preliminary,142541,1466494,807294
2016,6,0,Adjustment 2016,KS,,Preliminary,86330,814860,431000
2016,6,0,Adjustment 2016,KY,,Preliminary,140724,1553295,808758
2016,6,0,Adjustment 2016,LA,,Preliminary,99976,1195009,590619
2016,6,0,Adjustment 2016,MA,,Preliminary,482555,3077156,1438270
2016,6,0,Adjustment 2016,MD,,Preliminary,322632,2894020,610662
2016,6,0,Adjustment 2016,ME,,Preliminary,53243,479619,154240
2016,6,0,Adjustment 2016,MI,,Preliminary,135152,1486378,517883
2016,6,0,Adjustment 2016,MN,,Preliminary,155611,1322917,784648
2016,6,0,Adjustment 2016,MO,,Preliminary,143856,1545716,943891
2016,6,0,Adjustment 2016,MS,,Preliminary,139903,1295935,621215
2016,6,0,Adjustment 2016,MT,,Preliminary,25684,383055,107054
2016,6,0,Adjustment 2016,NC,,Preliminary,281802,2475255,1384338
2016,6,0,Adjustment 2016,ND,,Preliminary,16946,187260,51358
2016,6,0,Adjustment 2016,NE,,Preliminary,60955,545626,298515
2016,6,0,Adjustment 2016,NH,,Preliminary,58025,473086,140085
2016,6,0,Adjustment 2016,NJ,,Preliminary,418500,3203367,640870
2016,6,0,Adjustment 2016,NM,,Preliminary,43294,395923,212109
2016,6,0,Adjustment 2016,NV,,Preliminary,14609,267922,8279
2016,6,0,Adjustment 2016,NY,,Preliminary,912462,6870500,1818250
2016,6,0,Adjustment 2016,OH,,Preliminary,924787,9963167,3320170
2016,6,0,Adjustment 2016,OK,,Preliminary,110808,1192539,599478
2016,6,0,Adjustment 2016,OR,,Preliminary,70327,958879,400992
2016,6,0,Adjustment 2016,PA,,Preliminary,764631,8448669,2384031
2016,6,0,Adjustment 2016,RI,,Preliminary,43313,298678,60682
2016,6,0,Adjustment 2016,SC,,Preliminary,159733,1427521,796093
2016,6,0,Adjustment 2016,SD,,Preliminary,20392,188723,101492
2016,6,0,Adjustment 2016,TN,,Preliminary,224840,2255378,1077413
2016,6,0,Adjustment 2016,TX,,Preliminary,2426595,28684289,9946192
2016,6,0,Adjustment 2016,UT,,Preliminary,23388,253083,149168
2016,6,0,Adjustment 2016,VA,,Preliminary,116897,1081719,520153
2016,6,0,Adjustment 2016,VT,,Preliminary,6260,39267,46069
2016,6,0,Adjustment 2016,WA,,Preliminary,121209,1911548,687250
2016,6,0,Adjustment 2016,WI,,Preliminary,115076,922491,562603
2016,6,0,Adjustment 2016,WV,,Preliminary,1668,12635,10520
2016,6,0,Adjustment 2016,WY,,Preliminary,10344,87873,50953
2016,7,0,Adjustment 2016,AK,,Preliminary,16084,54303,36036
2016,7,0,Adjustment 2016,AL,,Preliminary,214720,1960452,833981
2016,7,0,Adjustment 2016,AR,,Preliminary,89654,1038946,428936
2016,7,0,Adjustment 2016,AZ,,Preliminary,52570,448900,148870
2016,7,0,Adjustment 2016,CA,,Preliminary,539713,4004113,935267
2016,7,0,Adjustment 2016,CO,,Preliminary,122486,1120777,488303
2016,7,0,Adjustment 2016,CT,,Preliminary,273165,1636387,557511
2016,7,0,Adjustment 2016,DC,,Preliminary,94550,836848,47181
2016,7,0,Adjustment 2016,DE,,Preliminary,43613,473868,68194
2016,7,0,Adjustment 2016,FL,,Preliminary,537531,4464089,2121539
2016,7,0,Adjustment 2016,GA,,Preliminary,459092,4499133,1955846
2016,7,0,Adjustment 2016,HI,,Preliminary,0,0,-13470
2016,7,0,Adjustment 2016,IA,,Preliminary,107380,963314,453436
2016,7,0,Adjustment 2016,ID,,Preliminary,11292,125743,74102
2016,7,0,Adjustment 2016,IL,,Preliminary,931210,10264792,2903471
2016,7,0,Adjustment 2016,IN,,Preliminary,175581,1761835,808148
2016,7,0,Adjustment 2016,KS,,Preliminary,100837,941007,432057
2016,7,0,Adjustment 2016,KY,,Preliminary,172634,1859916,809601
2016,7,0,Adjustment 2016,LA,,Preliminary,120813,1461368,591471
2016,7,0,Adjustment 2016,MA,,Preliminary,561988,3460987,1457875
2016,7,0,Adjustment 2016,MD,,Preliminary,370006,3307703,607182
2016,7,0,Adjustment 2016,ME,,Preliminary,56474,478928,147389
2016,7,0,Adjustment 2016,MI,,Preliminary,137954,1450005,515588
2016,7,0,Adjustment 2016,MN,,Preliminary,169552,1410724,781073
2016,7,0,Adjustment 2016,MO,,Preliminary,178544,1886911,944892
2016,7,0,Adjustment 2016,MS,,Preliminary,166322,1542564,622355
2016,7,0,Adjustment 2016,MT,,Preliminary,27880,391177,106558
2016,7,0,Adjustment 2016,NC,,Preliminary,340423,2993521,1386373
2016,7,0,Adjustment 2016,ND,,Preliminary,18541,198136,51130
2016,7,0,Adjustment 2016,NE,,Preliminary,66198,579385,297037
2016,7,0,Adjustment 2016,NH,,Preliminary,63570,517016,141617
2016,7,0,Adjustment 2016,NJ,,Preliminary,503295,3764465,641691
2016,7,0,Adjustment 2016,NM,,Preliminary,49688,434474,212211
2016,7,0,Adjustment 2016,NV,,Preliminary,16296,294003,8214
2016,7,0,Adjustment 2016,NY,,Preliminary,1043443,7662150,1823369
2016,7,0,Adjustment 2016,OH,,Preliminary,1057811,11261902,3305385
2016,7,0,Adjustment 2016,OK,,Preliminary,132303,1411773,600593
2016,7,0,Adjustment 2016,OR,,Preliminary,75745,993556,399143
2016,7,0,Adjustment 2016,PA,,Preliminary,857996,9318637,2380273
2016,7,0,Adjustment 2016,RI,,Preliminary,50709,344659,63515
2016,7,0,Adjustment 2016,SC,,Preliminary,194036,1727776,796960
2016,7,0,Adjustment 2016,SD,,Preliminary,22049,201000,101039
2016,7,0,Adjustment 2016,TN,,Preliminary,272700,2702366,1078552
2016,7,0,Adjustment 2016,TX,,Preliminary,2825911,32929237,9894697
2016,7,0,Adjustment 2016,UT,,Preliminary,27307,287737,149219
2016,7,0,Adjustment 2016,VA,,Preliminary,140548,1287062,520889
2016,7,0,Adjustment 2016,VT,,Preliminary,7678,47611,46019
2016,7,0,Adjustment 2016,WA,,Preliminary,131817,2025498,684145
2016,7,0,Adjustment 2016,WI,,Preliminary,125426,980931,560062
2016,7,0,Adjustment 2016,WV,,Preliminary,2068,15396,10530
2016,7,0,Adjustment 2016,WY,,Preliminary,11214,93022,50736
2016,8,0,Adjustment 2016,AK,,Preliminary,16457,56611,36340
2016,8,0,Adjustment 2016,AL,,Preliminary,217172,1949588,836584
2016,8,0,Adjustment 2016,AR,,Preliminary,90529,1033749,430114
2016,8,0,Adjustment 2016,AZ,,Preliminary,53941,458336,147938
2016,8,0,Adjustment 2016,CA,,Preliminary,561474,4174357,943348
2016,8,0,Adjustment 2016,CO,,Preliminary,126189,1148406,488704
2016,8,0,Adjustment 2016,CT,,Preliminary,297050,1779098,551333
2016,8,0,Adjustment 2016,DC,,Preliminary,99502,843145,47820
2016,8,0,Adjustment 2016,DE,,Preliminary,46649,497172,68649
2016,8,0,Adjustment 2016,FL,,Preliminary,544808,4440539,2128094
2016,8,0,Adjustment 2016,GA,,Preliminary,464651,4471144,1961804
2016,8,0,Adjustment 2016,HI,,Preliminary,0,0,-13720
2016,8,0,Adjustment 2016,IA,,Preliminary,108521,993362,457676
2016,8,0,Adjustment 2016,ID,,Preliminary,11403,129451,74812
2016,8,0,Adjustment 2016,IL,,Preliminary,951656,10501600,2852235
2016,8,0,Adjustment 2016,IN,,Preliminary,187549,1839005,807902
2016,8,0,Adjustment 2016,KS,,Preliminary,101844,938540,433188
2016,8,0,Adjustment 2016,KY,,Preliminary,184295,1940778,809409
2016,8,0,Adjustment 2016,LA,,Preliminary,122424,1452127,593263
2016,8,0,Adjustment 2016,MA,,Preliminary,613459,3739904,1450723
2016,8,0,Adjustment 2016,MD,,Preliminary,389783,3486497,604826
2016,8,0,Adjustment 2016,ME,,Preliminary,69253,559879,154105
2016,8,0,Adjustment 2016,MI,,Preliminary,144566,1521750,520937
2016,8,0,Adjustment 2016,MN,,Preliminary,171252,1452837,788468
2016,8,0,Adjustment 2016,MO,,Preliminary,191078,1972763,944687
2016,8,0,Adjustment 2016,MS,,Preliminary,168020,1534633,624256
2016,8,0,Adjustment 2016,MT,,Preliminary,28576,398472,107586
2016,8,0,Adjustment 2016,NC,,Preliminary,344792,2976492,1390681
2016,8,0,Adjustment 2016,ND,,Preliminary,18659,203330,51613
2016,8,0,Adjustment 2016,NE,,Preliminary,66961,598281,300048
