UTILITY CHARATERISTICS,,,,,,,TOTAL,,
,,,,,,,Revenue,Sales,Customers
2020,2,0,Adjustment 2020,TX,,Preliminary,2193202,25076007,10750736
2020,2,0,Adjustment 2020,UT,,Preliminary,19487,200396,155718
2020,2,0,Adjustment 2020,VA,,Preliminary,110888,1122194,546828
2020,2,0,Adjustment 2020,VT,,Preliminary,6059,39083,45838
2020,2,0,Adjustment 2020,WA,,Preliminary,136386,2204477,718090
2020,2,0,Adjustment 2020,WI,,Preliminary,128575,1039383,587736
2020,2,0,Adjustment 2020,WV,,Preliminary,1632,12583,10898
2020,2,0,Adjustment 2020,WY,,Preliminary,11291,96558,53230
2020,3,0,Adjustment 2020,AK,,Preliminary,15976,56012,37609
2020,3,0,Adjustment 2020,AL,,Preliminary,150562,1398883,880250
2020,3,0,Adjustment 2020,AR,,Preliminary,63398,760843,452405
2020,3,0,Adjustment 2020,AZ,,Preliminary,36616,318381,120609
2020,3,0,Adjustment 2020,CA,,Preliminary,1080285,6686339,4745157
2020,3,0,Adjustment 2020,CO,,Preliminary,87117,821140,506175
2020,3,0,Adjustment 2020,CT,,Preliminary,200108,1117385,408964
2020,3,0,Adjustment 2020,DC,,Preliminary,64799,533390,50889
2020,3,0,Adjustment 2020,DE,,Preliminary,31903,369657,69467
2020,3,0,Adjustment 2020,FL,,Preliminary,368115,3048734,2199911
2020,3,0,Adjustment 2020,GA,,Preliminary,318484,3167863,2066595
2020,3,0,Adjustment 2020,HI,,Preliminary,0,0,-17681
2020,3,0,Adjustment 2020,IA,,Preliminary,112373,1023335,476870
2020,3,0,Adjustment 2020,ID,,Preliminary,12125,138826,77873
2020,3,0,Adjustment 2020,IL,,Preliminary,669257,7565833,2580989
2020,3,0,Adjustment 2020,IN,,Preliminary,127966,1356868,834956
2020,3,0,Adjustment 2020,KS,,Preliminary,71624,705726,444206
2020,3,0,Adjustment 2020,KY,,Preliminary,121412,1339091,833774
2020,3,0,Adjustment 2020,LA,,Preliminary,83716,1004832,624839
2020,3,0,Adjustment 2020,MA,,Preliminary,495394,2898318,1769207
2020,3,0,Adjustment 2020,MD,,Preliminary,234023,2290533,569365
2020,3,0,Adjustment 2020,ME,,Preliminary,49160,437578,107948
2020,3,0,Adjustment 2020,MI,,Preliminary,138127,1421993,542174
2020,3,0,Adjustment 2020,MN,,Preliminary,178471,1522501,821051
2020,3,0,Adjustment 2020,MO,,Preliminary,129669,1421169,977934
2020,3,0,Adjustment 2020,MS,,Preliminary,117924,1120559,656407
2020,3,0,Adjustment 2020,MT,,Preliminary,30430,452565,111982
2020,3,0,Adjustment 2020,NC,,Preliminary,236189,2100362,1465116
2020,3,0,Adjustment 2020,ND,,Preliminary,18668,200808,53752
2020,3,0,Adjustment 2020,NE,,Preliminary,66180,595287,301153
2020,3,0,Adjustment 2020,NH,,Preliminary,65275,426880,138735
2020,3,0,Adjustment 2020,NJ,,Preliminary,315950,2630018,601486
2020,3,0,Adjustment 2020,NM,,Preliminary,35884,329037,218233
2020,3,0,Adjustment 2020,NV,,Preliminary,23304,529900,-1284
2020,3,0,Adjustment 2020,NY,,Preliminary,676882,5814288,1500017
2020,3,0,Adjustment 2020,OH,,Preliminary,760735,9170044,3577896
2020,3,0,Adjustment 2020,OK,,Preliminary,93353,1036756,633534
2020,3,0,Adjustment 2020,OR,,Preliminary,82596,1125032,419865
2020,3,0,Adjustment 2020,PA,,Preliminary,625212,7497823,2116213
2020,3,0,Adjustment 2020,RI,,Preliminary,44397,281898,57917
2020,3,0,Adjustment 2020,SC,,Preliminary,134296,1228668,835741
2020,3,0,Adjustment 2020,SD,,Preliminary,23241,218007,106254
2020,3,0,Adjustment 2020,TN,,Preliminary,201230,2065586,1118917
2020,3,0,Adjustment 2020,TX,,Preliminary,2216006,25996443,10846353
2020,3,0,Adjustment 2020,UT,,Preliminary,18701,192679,155742
2020,3,0,Adjustment 2020,VA,,Preliminary,111547,1135991,550945
2020,3,0,Adjustment 2020,VT,,Preliminary,5623,35932,45899
2020,3,0,Adjustment 2020,WA,,Preliminary,136533,2125621,719273
2020,3,0,Adjustment 2020,WI,,Preliminary,130815,1038302,588512
2020,3,0,Adjustment 2020,WV,,Preliminary,1506,11512,10912
2020,3,0,Adjustment 2020,WY,,Preliminary,11521,96702,53334
2020,4,0,Adjustment 2020,AK,,Preliminary,14100,49153,38070
2020,4,0,Adjustment 2020,AL,,Preliminary,138536,1271134,878781
2020,4,0,Adjustment 2020,AR,,Preliminary,58355,693905,451884
2020,4,0,Adjustment 2020,AZ,,Preliminary,35840,309470,119792
2020,4,0,Adjustment 2020,CA,,Preliminary,984465,6197978,4662557
2020,4,0,Adjustment 2020,CO,,Preliminary,85595,803817,505593
2020,4,0,Adjustment 2020,CT,,Preliminary,173833,912801,411226
2020,4,0,Adjustment 2020,DC,,Preliminary,65028,552845,51321
2020,4,0,Adjustment 2020,DE,,Preliminary,29290,349061,69696
2020,4,0,Adjustment 2020,FL,,Preliminary,338480,2756797,2196654
2020,4,0,Adjustment 2020,GA,,Preliminary,293118,2874575,2064157
2020,4,0,Adjustment 2020,HI,,Preliminary,0,0,-17754
2020,4,0,Adjustment 2020,IA,,Preliminary,99787,909341,483312
2020,4,0,Adjustment 2020,ID,,Preliminary,10753,122145,79006
2020,4,0,Adjustment 2020,IL,,Preliminary,590130,6597961,2567414
2020,4,0,Adjustment 2020,IN,,Preliminary,114226,1204132,835127
2020,4,0,Adjustment 2020,KS,,Preliminary,65838,645421,443065
2020,4,0,Adjustment 2020,KY,,Preliminary,108400,1186935,833924
2020,4,0,Adjustment 2020,LA,,Preliminary,77007,908163,624079
2020,4,0,Adjustment 2020,MA,,Preliminary,446026,2623960,1781430
2020,4,0,Adjustment 2020,MD,,Preliminary,216802,2136257,566110
2020,4,0,Adjustment 2020,ME,,Preliminary,41939,367574,106900
2020,4,0,Adjustment 2020,MI,,Preliminary,117920,1161547,549374
2020,4,0,Adjustment 2020,MN,,Preliminary,158487,1348625,832296
2020,4,0,Adjustment 2020,MO,,Preliminary,115830,1256890,978121
2020,4,0,Adjustment 2020,MS,,Preliminary,108504,1020779,655257
2020,4,0,Adjustment 2020,MT,,Preliminary,27701,449352,113629
2020,4,0,Adjustment 2020,NC,,Preliminary,217299,1903401,1463284
2020,4,0,Adjustment 2020,ND,,Preliminary,16682,182723,54506
2020,4,0,Adjustment 2020,NE,,Preliminary,58797,528568,306349
2020,4,0,Adjustment 2020,NH,,Preliminary,58918,388463,138397
2020,4,0,Adjustment 2020,NJ,,Preliminary,264261,2132352,600151
2020,4,0,Adjustment 2020,NM,,Preliminary,34855,318516,218044
2020,4,0,Adjustment 2020,NV,,Preliminary,18930,400702,-1547
2020,4,0,Adjustment 2020,NY,,Preliminary,620951,5431844,1490416
2020,4,0,Adjustment 2020,OH,,Preliminary,705799,7927481,3589088
2020,4,0,Adjustment 2020,OK,,Preliminary,85912,945855,632414
2020,4,0,Adjustment 2020,OR,,Preliminary,73693,1003781,425844
2020,4,0,Adjustment 2020,PA,,Preliminary,582944,6799157,2110629
2020,4,0,Adjustment 2020,RI,,Preliminary,42685,257956,58494
2020,4,0,Adjustment 2020,SC,,Preliminary,123687,1117385,834743
2020,4,0,Adjustment 2020,SD,,Preliminary,20552,190754,107704
2020,4,0,Adjustment 2020,TN,,Preliminary,179711,1831825,1119030
2020,4,0,Adjustment 2020,TX,,Preliminary,2068766,24130378,10837452
2020,4,0,Adjustment 2020,UT,,Preliminary,18403,188812,155634
2020,4,0,Adjustment 2020,VA,,Preliminary,106537,1103420,550278
2020,4,0,Adjustment 2020,VT,,Preliminary,5022,31798,45895
2020,4,0,Adjustment 2020,WA,,Preliminary,121646,1923166,729434
2020,4,0,Adjustment 2020,WI,,Preliminary,116282,925846,596483
2020,4,0,Adjustment 2020,WV,,Preliminary,1346,10174,10911
2020,4,0,Adjustment 2020,WY,,Preliminary,10229,86244,54086
2020,5,0,Adjustment 2020,AK,,Preliminary,13214,44285,37839
2020,5,0,Adjustment 2020,AL,,Preliminary,145992,1365277,878534
2020,5,0,Adjustment 2020,AR,,Preliminary,61296,739758,452106
2020,5,0,Adjustment 2020,AZ,,Preliminary,41929,352109,119195
2020,5,0,Adjustment 2020,CA,,Preliminary,1034155,6225151,4688359
2020,5,0,Adjustment 2020,CO,,Preliminary,99627,908084,505143
2020,5,0,Adjustment 2020,CT,,Preliminary,181709,1023880,385099
2020,5,0,Adjustment 2020,DC,,Preliminary,65114,514517,51445
2020,5,0,Adjustment 2020,DE,,Preliminary,31288,365878,69825
2020,5,0,Adjustment 2020,FL,,Preliminary,357470,2979628,2196139
2020,5,0,Adjustment 2020,GA,,Preliminary,310258,3101959,2064172
2020,5,0,Adjustment 2020,HI,,Preliminary,0,0,-17849
2020,5,0,Adjustment 2020,IA,,Preliminary,91755,815106,479835
2020,5,0,Adjustment 2020,ID,,Preliminary,9809,107547,78424
2020,5,0,Adjustment 2020,IL,,Preliminary,626309,6946682,2559276
2020,5,0,Adjustment 2020,IN,,Preliminary,116723,1212333,839364
2020,5,0,Adjustment 2020,KS,,Preliminary,68484,679111,443145
2020,5,0,Adjustment 2020,KY,,Preliminary,110729,1193914,838156
2020,5,0,Adjustment 2020,LA,,Preliminary,81530,986265,624090
2020,5,0,Adjustment 2020,MA,,Preliminary,446799,2659675,1788405
2020,5,0,Adjustment 2020,MD,,Preliminary,228111,2272843,564345
2020,5,0,Adjustment 2020,ME,,Preliminary,39450,347572,103296
2020,5,0,Adjustment 2020,MI,,Preliminary,113852,1136696,545397
2020,5,0,Adjustment 2020,MN,,Preliminary,145415,1200272,826146
2020,5,0,Adjustment 2020,MO,,Preliminary,118293,1260211,983075
2020,5,0,Adjustment 2020,MS,,Preliminary,113838,1090677,655113
2020,5,0,Adjustment 2020,MT,,Preliminary,24383,404682,112802
2020,5,0,Adjustment 2020,NC,,Preliminary,229962,2053731,1463095
2020,5,0,Adjustment 2020,ND,,Preliminary,15471,167903,54113
2020,5,0,Adjustment 2020,NE,,Preliminary,54343,474501,304164
2020,5,0,Adjustment 2020,NH,,Preliminary,59677,389367,138162
2020,5,0,Adjustment 2020,NJ,,Preliminary,292723,2278031,594394
2020,5,0,Adjustment 2020,NM,,Preliminary,40226,354384,217848
2020,5,0,Adjustment 2020,NV,,Preliminary,21101,453311,-1791
2020,5,0,Adjustment 2020,NY,,Preliminary,579250,4908091,1476160
2020,5,0,Adjustment 2020,OH,,Preliminary,722182,8079177,3607120
2020,5,0,Adjustment 2020,OK,,Preliminary,90316,1007474,632234
2020,5,0,Adjustment 2020,OR,,Preliminary,68967,944204,422713
2020,5,0,Adjustment 2020,PA,,Preliminary,568398,6656627,2108033
2020,5,0,Adjustment 2020,RI,,Preliminary,44421,262931,59621
2020,5,0,Adjustment 2020,SC,,Preliminary,131077,1203614,834650
2020,5,0,Adjustment 2020,SD,,Preliminary,18875,168482,106934
2020,5,0,Adjustment 2020,TN,,Preliminary,264997,2724947,1560462
2020,5,0,Adjustment 2020,TX,,Preliminary,2227017,25717463,10815092
2020,5,0,Adjustment 2020,UT,,Preliminary,21749,221374,155492
2020,5,0,Adjustment 2020,VA,,Preliminary,110545,1140421,550232
2020,5,0,Adjustment 2020,VT,,Preliminary,5117,31778,46122
2020,5,0,Adjustment 2020,WA,,Preliminary,111368,1727176,724152
2020,5,0,Adjustment 2020,WI,,Preliminary,106940,831748,592086
2020,5,0,Adjustment 2020,WV,,Preliminary,1371,10138,10968
2020,5,0,Adjustment 2020,WY,,Preliminary,9469,78042,53710
2020,6,0,Adjustment 2020,AK,,Preliminary,14953,48702,37867
2020,6,0,Adjustment 2020,AL,,Preliminary,185207,1659523,883260
2020,6,0,Adjustment 2020,AR,,Preliminary,77129,885575,454690
2020,6,0,Adjustment 2020,AZ,,Preliminary,50202,398622,119820
2020,6,0,Adjustment 2020,CA,,Preliminary,1290373,7151075,4822030
2020,6,0,Adjustment 2020,CO,,Preliminary,117964,1020235,505857
2020,6,0,Adjustment 2020,CT,,Preliminary,216730,1245884,381665
2020,6,0,Adjustment 2020,DC,,Preliminary,63654,520796,51653
2020,6,0,Adjustment 2020,DE,,Preliminary,35479,415687,70419
2020,6,0,Adjustment 2020,FL,,Preliminary,457235,3686608,2207814
2020,6,0,Adjustment 2020,GA,,Preliminary,396182,3795916,2075365
2020,6,0,Adjustment 2020,HI,,Preliminary,0,0,-17915
2020,6,0,Adjustment 2020,IA,,Preliminary,103447,888907,480618
2020,6,0,Adjustment 2020,ID,,Preliminary,11088,118234,78570
2020,6,0,Adjustment 2020,IL,,Preliminary,735001,8123515,2542004
2020,6,0,Adjustment 2020,IN,,Preliminary,151330,1470725,838773
2020,6,0,Adjustment 2020,KS,,Preliminary,85325,799736,445778
2020,6,0,Adjustment 2020,KY,,Preliminary,143994,1457148,837535
2020,6,0,Adjustment 2020,LA,,Preliminary,104504,1225191,627506
2020,6,0,Adjustment 2020,MA,,Preliminary,484717,2864847,1783453
2020,6,0,Adjustment 2020,MD,,Preliminary,254318,2561894,560230
2020,6,0,Adjustment 2020,ME,,Preliminary,47386,404228,104188
2020,6,0,Adjustment 2020,MI,,Preliminary,131745,1305945,546331
2020,6,0,Adjustment 2020,MN,,Preliminary,164020,1312564,827725
2020,6,0,Adjustment 2020,MO,,Preliminary,154897,1558831,982325
2020,6,0,Adjustment 2020,MS,,Preliminary,143248,1311982,658686
2020,6,0,Adjustment 2020,MT,,Preliminary,26447,430903,113009
2020,6,0,Adjustment 2020,NC,,Preliminary,294205,2522620,1470954
2020,6,0,Adjustment 2020,ND,,Preliminary,17337,180191,54204
2020,6,0,Adjustment 2020,NE,,Preliminary,61177,517567,304702
2020,6,0,Adjustment 2020,NH,,Preliminary,69287,453195,136621
2020,6,0,Adjustment 2020,NJ,,Preliminary,373630,2883181,592560
2020,6,0,Adjustment 2020,NM,,Preliminary,47585,396391,218113
2020,6,0,Adjustment 2020,NV,,Preliminary,23032,473359,-2005
2020,6,0,Adjustment 2020,NY,,Preliminary,721079,5628395,1459727
2020,6,0,Adjustment 2020,OH,,Preliminary,874849,9700458,3639472
2020,6,0,Adjustment 2020,OK,,Preliminary,113935,1204243,635664
2020,6,0,Adjustment 2020,OR,,Preliminary,75404,1000698,423486
2020,6,0,Adjustment 2020,PA,,Preliminary,633741,7496799,2102026
2020,6,0,Adjustment 2020,RI,,Preliminary,48067,289368,58540
2020,6,0,Adjustment 2020,SC,,Preliminary,167021,1461920,839125
2020,6,0,Adjustment 2020,SD,,Preliminary,21345,185701,107109
2020,6,0,Adjustment 2020,TN,,Preliminary,238749,2251047,1123661
2020,6,0,Adjustment 2020,TX,,Preliminary,2706040,30649800,10924056
2020,6,0,Adjustment 2020,UT,,Preliminary,26284,254275,155685
2020,6,0,Adjustment 2020,VA,,Preliminary,138246,1369618,553187
2020,6,0,Adjustment 2020,VT,,Preliminary,6697,39407,46063
2020,6,0,Adjustment 2020,WA,,Preliminary,125482,1914253,725401
2020,6,0,Adjustment 2020,WI,,Preliminary,120480,905070,593194
2020,6,0,Adjustment 2020,WV,,Preliminary,1812,12692,10959
2020,6,0,Adjustment 2020,WY,,Preliminary,10661,84826,53778
2020,7,0,Adjustment 2020,AK,,Preliminary,16476,54125,38109
2020,7,0,Adjustment 2020,AL,,Preliminary,220830,1989049,884987
2020,7,0,Adjustment 2020,AR,,Preliminary,91687,1052771,455681
2020,7,0,Adjustment 2020,AZ,,Preliminary,58276,450235,118670
2020,7,0,Adjustment 2020,CA,,Preliminary,1537068,7915652,5076928
2020,7,0,Adjustment 2020,CO,,Preliminary,136872,1148892,506145
2020,7,0,Adjustment 2020,CT,,Preliminary,266487,1456906,362229
2020,7,0,Adjustment 2020,DC,,Preliminary,78652,684503,51534
2020,7,0,Adjustment 2020,DE,,Preliminary,40102,475682,70792
2020,7,0,Adjustment 2020,FL,,Preliminary,545830,4443011,2212108
2020,7,0,Adjustment 2020,GA,,Preliminary,474867,4574833,2079659
2020,7,0,Adjustment 2020,HI,,Preliminary,0,0,-18080
2020,7,0,Adjustment 2020,IA,,Preliminary,115666,986108,483494
2020,7,0,Adjustment 2020,ID,,Preliminary,12462,132377,79036
2020,7,0,Adjustment 2020,IL,,Preliminary,854850,9517983,2540566
2020,7,0,Adjustment 2020,IN,,Preliminary,188576,1811635,853478
2020,7,0,Adjustment 2020,KS,,Preliminary,100052,934256,446667
2020,7,0,Adjustment 2020,KY,,Preliminary,179713,1805430,852188
2020,7,0,Adjustment 2020,LA,,Preliminary,125176,1485470,628781
2020,7,0,Adjustment 2020,MA,,Preliminary,645397,3612060,1795485
2020,7,0,Adjustment 2020,MD,,Preliminary,312653,3140880,558469
2020,7,0,Adjustment 2020,ME,,Preliminary,52840,459601,103635
2020,7,0,Adjustment 2020,MI,,Preliminary,149290,1441284,549528
2020,7,0,Adjustment 2020,MN,,Preliminary,183721,1461453,832530
2020,7,0,Adjustment 2020,MO,,Preliminary,194424,1952541,999485
2020,7,0,Adjustment 2020,MS,,Preliminary,169949,1563527,659981
2020,7,0,Adjustment 2020,MT,,Preliminary,30731,446945,113677
2020,7,0,Adjustment 2020,NC,,Preliminary,352343,3037321,1473935
2020,7,0,Adjustment 2020,ND,,Preliminary,19378,197292,54528
2020,7,0,Adjustment 2020,NE,,Preliminary,68155,573732,306579
2020,7,0,Adjustment 2020,NH,,Preliminary,77561,519179,137269
2020,7,0,Adjustment 2020,NJ,,Preliminary,465678,3491242,583784
2020,7,0,Adjustment 2020,NM,,Preliminary,54945,440691,218315
2020,7,0,Adjustment 2020,NV,,Preliminary,30745,556244,-2292
2020,7,0,Adjustment 2020,NY,,Preliminary,891935,6739575,1443556
2020,7,0,Adjustment 2020,OH,,Preliminary,1052468,11536127,3647400
2020,7,0,Adjustment 2020,OK,,Preliminary,135523,1430104,636900
2020,7,0,Adjustment 2020,OR,,Preliminary,84829,1108910,426016
2020,7,0,Adjustment 2020,PA,,Preliminary,773181,8909254,2099260
2020,7,0,Adjustment 2020,RI,,Preliminary,54022,318480,55760
2020,7,0,Adjustment 2020,SC,,Preliminary,200698,1760050,840816
2020,7,0,Adjustment 2020,SD,,Preliminary,23785,207596,107756
2020,7,0,Adjustment 2020,TN,,Preliminary,294394,2785130,1143111
2020,7,0,Adjustment 2020,TX,,Preliminary,3134677,35279708,10954799
2020,7,0,Adjustment 2020,UT,,Preliminary,30625,293086,155838
2020,7,0,Adjustment 2020,VA,,Preliminary,169548,1694821,554456
2020,7,0,Adjustment 2020,VT,,Preliminary,8331,49246,46874
2020,7,0,Adjustment 2020,WA,,Preliminary,139181,2015556,729747
2020,7,0,Adjustment 2020,WI,,Preliminary,134837,1002849,596656
2020,7,0,Adjustment 2020,WV,,Preliminary,2275,15967,11149
2020,7,0,Adjustment 2020,WY,,Preliminary,11853,93643,54116
2020,8,0,Adjustment 2020,AK,,Preliminary,16300,53677,37934
2020,8,0,Adjustment 2020,AL,,Preliminary,218502,1990249,886048
2020,8,0,Adjustment 2020,AR,,Preliminary,90736,1056257,456160
2020,8,0,Adjustment 2020,AZ,,Preliminary,61834,478399,118269
2020,8,0,Adjustment 2020,CA,,Preliminary,1566115,7892993,4696939
2020,8,0,Adjustment 2020,CO,,Preliminary,145413,1221439,506377
2020,8,0,Adjustment 2020,CT,,Preliminary,238511,1267393,359088
2020,8,0,Adjustment 2020,DC,,Preliminary,72629,634565,51145
2020,8,0,Adjustment 2020,DE,,Preliminary,37262,442190,70594
2020,8,0,Adjustment 2020,FL,,Preliminary,540000,4431075,2214674
2020,8,0,Adjustment 2020,GA,,Preliminary,469771,4572836,2082225
2020,8,0,Adjustment 2020,HI,,Preliminary,0,0,-18183
2020,8,0,Adjustment 2020,IA,,Preliminary,112074,970251,481279
2020,8,0,Adjustment 2020,ID,,Preliminary,11862,127309,78672
2020,8,0,Adjustment 2020,IL,,Preliminary,804510,9099918,2516960
2020,8,0,Adjustment 2020,IN,,Preliminary,182873,1822967,853832
2020,8,0,Adjustment 2020,KS,,Preliminary,99056,939713,447002
2020,8,0,Adjustment 2020,KY,,Preliminary,174158,1815319,852532
2020,8,0,Adjustment 2020,LA,,Preliminary,123828,1480863,629548
2020,8,0,Adjustment 2020,MA,,Preliminary,660334,3680535,1769892
2020,8,0,Adjustment 2020,MD,,Preliminary,287013,2895640,555979
2020,8,0,Adjustment 2020,ME,,Preliminary,55512,482435,99366
2020,8,0,Adjustment 2020,MI,,Preliminary,142902,1405952,547021
2020,8,0,Adjustment 2020,MN,,Preliminary,177237,1424381,828728
2020,8,0,Adjustment 2020,MO,,Preliminary,188084,1960093,999887
2020,8,0,Adjustment 2020,MS,,Preliminary,168193,1567336,660742
2020,8,0,Adjustment 2020,MT,,Preliminary,29693,393510,113150
2020,8,0,Adjustment 2020,NC,,Preliminary,348558,3033474,1475798
2020,8,0,Adjustment 2020,ND,,Preliminary,19228,199507,54274
