UTILITY CHARATERISTICS,,,,,,,TOTAL,,
,,,,,,,Revenue,Sales,Customers
2017,3,0,Adjustment 2017,NC,,Final,218816,2026989,1385045
2017,3,0,Adjustment 2017,ND,,Final,19581,301272,56534
2017,3,0,Adjustment 2017,NE,,Final,64044,620501,286689
2017,3,0,Adjustment 2017,NH,,Final,58103,469205,163727
2017,3,0,Adjustment 2017,NJ,,Final,370409,3035971,674506
2017,3,0,Adjustment 2017,NM,,Final,32997,324818,204697
2017,3,0,Adjustment 2017,NV,,Final,18348,337950,109054
2017,3,0,Adjustment 2017,NY,,Final,766625,6124487,1738710
2017,3,0,Adjustment 2017,OH,,Final,929611,9935757,3330187
2017,3,0,Adjustment 2017,OK,,Final,98820,1049990,588514
2017,3,0,Adjustment 2017,OR,,Final,83678,1209315,389870
2017,3,0,Adjustment 2017,PA,,Final,776895,8537290,2396231
2017,3,0,Adjustment 2017,RI,,Final,44172,296892,67708
2017,3,0,Adjustment 2017,SC,,Final,136879,1173948,805565
2017,3,0,Adjustment 2017,SD,,Final,23088,217270,99967
2017,3,0,Adjustment 2017,TN,,Final,205971,2195347,1072182
2017,3,0,Adjustment 2017,TX,,Final,1984513,24294043,10374973
2017,3,0,Adjustment 2017,UT,,Final,19104,226486,167024
2017,3,0,Adjustment 2017,VA,,Final,82960,917053,512527
2017,3,0,Adjustment 2017,VT,,Final,5907,36871,45227
2017,3,0,Adjustment 2017,WA,,Final,137480,2246108,702098
2017,3,0,Adjustment 2017,WI,,Final,106070,1011223,551695
2017,3,0,Adjustment 2017,WV,,Final,1555,11484,10823
2017,3,0,Adjustment 2017,WY,,Final,10992,97524,50866
2017,4,0,Adjustment 2017,AK,,Final,12195,49927,35445
2017,4,0,Adjustment 2017,AL,,Final,140162,1313171,816486
2017,4,0,Adjustment 2017,AR,,Final,65008,732422,429434
2017,4,0,Adjustment 2017,AZ,,Final,32512,354075,154349
2017,4,0,Adjustment 2017,CA,,Final,432978,3755928,1189289
2017,4,0,Adjustment 2017,CO,,Final,86782,836593,503388
2017,4,0,Adjustment 2017,CT,,Final,212124,1282389,507932
2017,4,0,Adjustment 2017,DC,,Final,70258,590621,48734
2017,4,0,Adjustment 2017,DE,,Final,33994,375442,72063
2017,4,0,Adjustment 2017,FL,,Final,333978,3133243,2162954
2017,4,0,Adjustment 2017,GA,,Final,312696,2980816,1941130
2017,4,0,Adjustment 2017,HI,,Final,284,1614,-14353
2017,4,0,Adjustment 2017,IA,,Final,91703,933792,447551
2017,4,0,Adjustment 2017,ID,,Final,10237,129775,76301
2017,4,0,Adjustment 2017,IL,,Final,672709,7446898,2772808
2017,4,0,Adjustment 2017,IN,,Final,157157,1584213,815487
2017,4,0,Adjustment 2017,KS,,Final,79679,758442,420317
2017,4,0,Adjustment 2017,KY,,Final,131284,1432327,801667
2017,4,0,Adjustment 2017,LA,,Final,95901,1128576,585942
2017,4,0,Adjustment 2017,MA,,Final,447828,2787216,1474759
2017,4,0,Adjustment 2017,MD,,Final,268147,2385977,602127
2017,4,0,Adjustment 2017,ME,,Final,44764,405515,140534
2017,4,0,Adjustment 2017,MI,,Final,123216,1409338,496547
2017,4,0,Adjustment 2017,MN,,Final,154864,1460034,810278
2017,4,0,Adjustment 2017,MO,,Final,138579,1416833,934476
2017,4,0,Adjustment 2017,MS,,Final,108033,1027992,604855
2017,4,0,Adjustment 2017,MT,,Final,25771,412817,106065
2017,4,0,Adjustment 2017,NC,,Final,219054,2014711,1381317
2017,4,0,Adjustment 2017,ND,,Final,18232,288283,56134
2017,4,0,Adjustment 2017,NE,,Final,58333,560303,284680
2017,4,0,Adjustment 2017,NH,,Final,57185,462181,164285
2017,4,0,Adjustment 2017,NJ,,Final,342308,2793044,693696
2017,4,0,Adjustment 2017,NM,,Final,33587,330162,204349
2017,4,0,Adjustment 2017,NV,,Final,14234,334788,108713
2017,4,0,Adjustment 2017,NY,,Final,739568,6189157,1730933
2017,4,0,Adjustment 2017,OH,,Final,810382,8819116,3326083
2017,4,0,Adjustment 2017,OK,,Final,98808,1044493,586647
2017,4,0,Adjustment 2017,OR,,Final,75582,1114689,387023
2017,4,0,Adjustment 2017,PA,,Final,720725,8002502,2389190
2017,4,0,Adjustment 2017,RI,,Final,40436,264621,70341
2017,4,0,Adjustment 2017,SC,,Final,136668,1164265,803017
2017,4,0,Adjustment 2017,SD,,Final,20687,191357,99236
2017,4,0,Adjustment 2017,TN,,Final,197121,2131926,1071958
2017,4,0,Adjustment 2017,TX,,Final,1928135,23304874,10282592
2017,4,0,Adjustment 2017,UT,,Final,19271,227671,166805
2017,4,0,Adjustment 2017,VA,,Final,83814,907527,511201
2017,4,0,Adjustment 2017,VT,,Final,5616,35485,45178
2017,4,0,Adjustment 2017,WA,,Final,123070,1995992,697028
2017,4,0,Adjustment 2017,WI,,Final,95372,906120,547709
2017,4,0,Adjustment 2017,WV,,Final,1470,10998,10819
2017,4,0,Adjustment 2017,WY,,Final,10049,88841,50487
2017,5,0,Adjustment 2017,AK,,Final,12127,49083,35774
2017,5,0,Adjustment 2017,AL,,Final,150790,1395263,820555
2017,5,0,Adjustment 2017,AR,,Final,69669,776288,431616
2017,5,0,Adjustment 2017,AZ,,Final,36463,381973,153007
2017,5,0,Adjustment 2017,CA,,Final,574913,4259006,1480459
2017,5,0,Adjustment 2017,CO,,Final,96750,898388,503342
2017,5,0,Adjustment 2017,CT,,Final,204535,1217274,505171
2017,5,0,Adjustment 2017,DC,,Final,76177,657998,48877
2017,5,0,Adjustment 2017,DE,,Final,37480,411727,72548
2017,5,0,Adjustment 2017,FL,,Final,360127,3338375,2172953
2017,5,0,Adjustment 2017,GA,,Final,336494,3168595,1950180
2017,5,0,Adjustment 2017,HI,,Final,314,1713,-14411
2017,5,0,Adjustment 2017,IA,,Final,89242,910998,451465
2017,5,0,Adjustment 2017,ID,,Final,9818,124146,76962
2017,5,0,Adjustment 2017,IL,,Final,727790,7896831,2693994
2017,5,0,Adjustment 2017,IN,,Final,164601,1627946,816710
2017,5,0,Adjustment 2017,KS,,Final,85357,802156,422902
2017,5,0,Adjustment 2017,KY,,Final,137787,1467699,802853
2017,5,0,Adjustment 2017,LA,,Final,102935,1197594,588717
2017,5,0,Adjustment 2017,MA,,Final,451802,2836648,1466816
2017,5,0,Adjustment 2017,MD,,Final,287506,2580263,602095
2017,5,0,Adjustment 2017,ME,,Final,46131,422701,141915
2017,5,0,Adjustment 2017,MI,,Final,123283,1404887,501326
2017,5,0,Adjustment 2017,MN,,Final,150380,1417468,817203
2017,5,0,Adjustment 2017,MO,,Final,145162,1443858,935843
2017,5,0,Adjustment 2017,MS,,Final,116070,1091456,608000
2017,5,0,Adjustment 2017,MT,,Final,25254,394377,107059
2017,5,0,Adjustment 2017,NC,,Final,235875,2143263,1387588
2017,5,0,Adjustment 2017,ND,,Final,18002,281744,56605
2017,5,0,Adjustment 2017,NE,,Final,57311,550158,288216
2017,5,0,Adjustment 2017,NH,,Final,54897,447192,165206
2017,5,0,Adjustment 2017,NJ,,Final,374830,2957384,691454
2017,5,0,Adjustment 2017,NM,,Final,37352,350850,204368
2017,5,0,Adjustment 2017,NV,,Final,19272,378124,109187
2017,5,0,Adjustment 2017,NY,,Final,745455,6028638,1734648
2017,5,0,Adjustment 2017,OH,,Final,885488,9567101,3336700
2017,5,0,Adjustment 2017,OK,,Final,105958,1106112,589604
2017,5,0,Adjustment 2017,OR,,Final,73593,1097868,390494
2017,5,0,Adjustment 2017,PA,,Final,697397,7885753,2383442
2017,5,0,Adjustment 2017,RI,,Final,39163,268478,72293
2017,5,0,Adjustment 2017,SC,,Final,146905,1236508,806572
2017,5,0,Adjustment 2017,SD,,Final,20063,184299,100124
2017,5,0,Adjustment 2017,TN,,Final,208281,2191903,1073423
2017,5,0,Adjustment 2017,TX,,Final,2262095,27131991,10438377
2017,5,0,Adjustment 2017,UT,,Final,21755,249910,166840
2017,5,0,Adjustment 2017,VA,,Final,89943,965982,513479
2017,5,0,Adjustment 2017,VT,,Final,5906,36184,45222
2017,5,0,Adjustment 2017,WA,,Final,119671,1944281,703220
2017,5,0,Adjustment 2017,WI,,Final,92752,884379,552349
2017,5,0,Adjustment 2017,WV,,Final,1546,11156,10834
2017,5,0,Adjustment 2017,WY,,Final,9878,87398,50974
2017,6,0,Adjustment 2017,AK,,Final,13188,51299,35736
2017,6,0,Adjustment 2017,AL,,Final,184857,1654843,822029
2017,6,0,Adjustment 2017,AR,,Final,84386,906368,432502
2017,6,0,Adjustment 2017,AZ,,Final,43171,436128,152452
2017,6,0,Adjustment 2017,CA,,Final,685823,4832383,1611194
2017,6,0,Adjustment 2017,CO,,Final,114098,1030452,503620
2017,6,0,Adjustment 2017,CT,,Final,236373,1407696,503117
2017,6,0,Adjustment 2017,DC,,Final,84541,720945,48752
2017,6,0,Adjustment 2017,DE,,Final,40261,450261,73212
2017,6,0,Adjustment 2017,FL,,Final,445045,4020756,2176838
2017,6,0,Adjustment 2017,GA,,Final,415405,3788682,1953798
2017,6,0,Adjustment 2017,HI,,Final,352,1865,-14504
2017,6,0,Adjustment 2017,IA,,Final,97782,956387,451374
2017,6,0,Adjustment 2017,ID,,Final,10692,129528,76956
2017,6,0,Adjustment 2017,IL,,Final,811129,8929913,2687418
2017,6,0,Adjustment 2017,IN,,Final,197519,1829209,819329
2017,6,0,Adjustment 2017,KS,,Final,101597,912777,423790
2017,6,0,Adjustment 2017,KY,,Final,166751,1670047,805561
2017,6,0,Adjustment 2017,LA,,Final,125630,1411583,589818
2017,6,0,Adjustment 2017,MA,,Final,531659,3148423,1489222
2017,6,0,Adjustment 2017,MD,,Final,326092,2958644,600066
2017,6,0,Adjustment 2017,ME,,Final,49871,453798,141310
2017,6,0,Adjustment 2017,MI,,Final,131894,1457262,501195
2017,6,0,Adjustment 2017,MN,,Final,164613,1487230,817174
2017,6,0,Adjustment 2017,MO,,Final,177633,1673361,939058
2017,6,0,Adjustment 2017,MS,,Final,141187,1286497,609164
2017,6,0,Adjustment 2017,MT,,Final,26208,389995,107096
2017,6,0,Adjustment 2017,NC,,Final,291450,2565612,1390073
2017,6,0,Adjustment 2017,ND,,Final,19684,296121,56585
2017,6,0,Adjustment 2017,NE,,Final,63054,578681,288372
2017,6,0,Adjustment 2017,NH,,Final,61241,495946,165882
2017,6,0,Adjustment 2017,NJ,,Final,439605,3325617,694627
2017,6,0,Adjustment 2017,NM,,Final,43528,395221,204340
2017,6,0,Adjustment 2017,NV,,Final,22824,437414,109217
2017,6,0,Adjustment 2017,NY,,Final,900282,6798847,1727367
2017,6,0,Adjustment 2017,OH,,Final,984767,10409958,3409253
2017,6,0,Adjustment 2017,OK,,Final,128237,1281736,590686
2017,6,0,Adjustment 2017,OR,,Final,79869,1140448,390493
2017,6,0,Adjustment 2017,PA,,Final,746103,8367185,2378325
2017,6,0,Adjustment 2017,RI,,Final,47401,310293,72671
2017,6,0,Adjustment 2017,SC,,Final,181833,1474060,807817
2017,6,0,Adjustment 2017,SD,,Final,21875,192170,100108
2017,6,0,Adjustment 2017,TN,,Final,251256,2482377,1077620
2017,6,0,Adjustment 2017,TX,,Final,2621812,30975600,10423447
2017,6,0,Adjustment 2017,UT,,Final,26116,293751,166982
2017,6,0,Adjustment 2017,VA,,Final,109821,1123881,514404
2017,6,0,Adjustment 2017,VT,,Final,7198,42039,45326
2017,6,0,Adjustment 2017,WA,,Final,130589,2047951,703184
2017,6,0,Adjustment 2017,WI,,Final,101690,929257,552324
2017,6,0,Adjustment 2017,WV,,Final,1928,13140,10873
2017,6,0,Adjustment 2017,WY,,Final,10797,91712,50963
2017,7,0,Adjustment 2017,AK,,Final,14449,55959,35699
2017,7,0,Adjustment 2017,AL,,Final,209306,1887052,822839
2017,7,0,Adjustment 2017,AR,,Final,95017,1022905,432974
2017,7,0,Adjustment 2017,AZ,,Final,50073,485970,151158
2017,7,0,Adjustment 2017,CA,,Final,708177,4930173,1539546
2017,7,0,Adjustment 2017,CO,,Final,132201,1154796,503856
2017,7,0,Adjustment 2017,CT,,Final,267605,1559576,499895
2017,7,0,Adjustment 2017,DC,,Final,89432,786979,48869
2017,7,0,Adjustment 2017,DE,,Final,42887,483469,72845
2017,7,0,Adjustment 2017,FL,,Final,505977,4629621,2178840
2017,7,0,Adjustment 2017,GA,,Final,473080,4348600,1955896
2017,7,0,Adjustment 2017,HI,,Final,388,1971,-14561
2017,7,0,Adjustment 2017,IA,,Final,108810,1049386,450708
2017,7,0,Adjustment 2017,ID,,Final,11973,143519,76837
2017,7,0,Adjustment 2017,IL,,Final,884315,9787367,2670684
2017,7,0,Adjustment 2017,IN,,Final,229132,2089423,817972
2017,7,0,Adjustment 2017,KS,,Final,112651,1008775,424188
2017,7,0,Adjustment 2017,KY,,Final,193906,1925027,804333
2017,7,0,Adjustment 2017,LA,,Final,142057,1603668,590441
2017,7,0,Adjustment 2017,MA,,Final,607942,3566965,1448214
2017,7,0,Adjustment 2017,MD,,Final,357196,3295814,597924
2017,7,0,Adjustment 2017,ME,,Final,51322,452858,139767
2017,7,0,Adjustment 2017,MI,,Final,142887,1599016,500433
2017,7,0,Adjustment 2017,MN,,Final,183355,1636106,815956
2017,7,0,Adjustment 2017,MO,,Final,208247,1954033,937521
2017,7,0,Adjustment 2017,MS,,Final,159035,1460365,609746
2017,7,0,Adjustment 2017,MT,,Final,29583,423900,106886
2017,7,0,Adjustment 2017,NC,,Final,331874,2944601,1391543
2017,7,0,Adjustment 2017,ND,,Final,21633,317444,56509
2017,7,0,Adjustment 2017,NE,,Final,69995,633562,287668
2017,7,0,Adjustment 2017,NH,,Final,65680,533131,165526
2017,7,0,Adjustment 2017,NJ,,Final,486353,3743656,688068
2017,7,0,Adjustment 2017,NM,,Final,50118,437186,204250
2017,7,0,Adjustment 2017,NV,,Final,24366,464274,109131
2017,7,0,Adjustment 2017,NY,,Final,1044523,7606958,1720739
2017,7,0,Adjustment 2017,OH,,Final,1091625,11303226,3420857
2017,7,0,Adjustment 2017,OK,,Final,144151,1438110,591274
2017,7,0,Adjustment 2017,OR,,Final,88872,1241369,389886
2017,7,0,Adjustment 2017,PA,,Final,837606,9270800,2365094
2017,7,0,Adjustment 2017,RI,,Final,50513,323778,71916
2017,7,0,Adjustment 2017,SC,,Final,207821,1689723,808467
2017,7,0,Adjustment 2017,SD,,Final,24314,212013,99948
2017,7,0,Adjustment 2017,TN,,Final,289347,2854573,1076472
2017,7,0,Adjustment 2017,TX,,Final,2889922,33844605,10380024
2017,7,0,Adjustment 2017,UT,,Final,30468,334221,167096
2017,7,0,Adjustment 2017,VA,,Final,123379,1241432,514950
2017,7,0,Adjustment 2017,VT,,Final,8390,49260,45210
2017,7,0,Adjustment 2017,WA,,Final,146031,2226817,702113
2017,7,0,Adjustment 2017,WI,,Final,113245,1019674,551504
2017,7,0,Adjustment 2017,WV,,Final,2278,15610,10857
2017,7,0,Adjustment 2017,WY,,Final,11929,100073,50878
2017,8,0,Adjustment 2017,AK,,Final,13669,53944,35947
2017,8,0,Adjustment 2017,AL,,Final,210138,1888753,823816
2017,8,0,Adjustment 2017,AR,,Final,95289,1024554,433464
2017,8,0,Adjustment 2017,AZ,,Final,50590,493314,149910
2017,8,0,Adjustment 2017,CA,,Final,804537,5519251,1806777
2017,8,0,Adjustment 2017,CO,,Final,133842,1172516,504816
2017,8,0,Adjustment 2017,CT,,Final,262736,1554671,500636
2017,8,0,Adjustment 2017,DC,,Final,85766,756563,49180
2017,8,0,Adjustment 2017,DE,,Final,40574,462018,72354
2017,8,0,Adjustment 2017,FL,,Final,508301,4628746,2181495
2017,8,0,Adjustment 2017,GA,,Final,474938,4353163,1958281
2017,8,0,Adjustment 2017,HI,,Final,396,2049,-14967
2017,8,0,Adjustment 2017,IA,,Final,102037,1002430,454049
2017,8,0,Adjustment 2017,ID,,Final,11207,136689,77409
2017,8,0,Adjustment 2017,IL,,Final,840737,9268268,2650765
2017,8,0,Adjustment 2017,IN,,Final,225558,2097125,821213
2017,8,0,Adjustment 2017,KS,,Final,112979,1009720,424582
2017,8,0,Adjustment 2017,KY,,Final,190936,1929563,807459
2017,8,0,Adjustment 2017,LA,,Final,142526,1605680,591151
2017,8,0,Adjustment 2017,MA,,Final,602855,3553121,1501609
2017,8,0,Adjustment 2017,MD,,Final,337754,3066163,596547
2017,8,0,Adjustment 2017,ME,,Final,52202,456777,138204
2017,8,0,Adjustment 2017,MI,,Final,134489,1497862,504192
2017,8,0,Adjustment 2017,MN,,Final,171915,1561006,821983
2017,8,0,Adjustment 2017,MO,,Final,204769,1955946,941287
2017,8,0,Adjustment 2017,MS,,Final,159613,1461508,610424
2017,8,0,Adjustment 2017,MT,,Final,30213,424945,107709
2017,8,0,Adjustment 2017,NC,,Final,333249,2946207,1393271
2017,8,0,Adjustment 2017,ND,,Final,20399,306433,56925
2017,8,0,Adjustment 2017,NE,,Final,65637,605222,290012
2017,8,0,Adjustment 2017,NH,,Final,65445,537077,165402
2017,8,0,Adjustment 2017,NJ,,Final,468224,3568057,691909
2017,8,0,Adjustment 2017,NM,,Final,50794,446659,204230
2017,8,0,Adjustment 2017,NV,,Final,24734,465786,109294
2017,8,0,Adjustment 2017,NY,,Final,1027291,7550357,1711139
2017,8,0,Adjustment 2017,OH,,Final,1058233,11027426,3408439
2017,8,0,Adjustment 2017,OK,,Final,144593,1440320,591955
2017,8,0,Adjustment 2017,OR,,Final,85832,1199874,392785
2017,8,0,Adjustment 2017,PA,,Final,825283,9168959,2352455
2017,8,0,Adjustment 2017,RI,,Final,51427,326578,70179
2017,8,0,Adjustment 2017,SC,,Final,208545,1692491,809450
2017,8,0,Adjustment 2017,SD,,Final,22832,202762,100703
2017,8,0,Adjustment 2017,TN,,Final,285903,2860856,1080377
2017,8,0,Adjustment 2017,TX,,Final,2957483,34753611,10457371
2017,8,0,Adjustment 2017,UT,,Final,30679,335401,167443
2017,8,0,Adjustment 2017,VA,,Final,124340,1236623,515694
2017,8,0,Adjustment 2017,VT,,Final,8266,49283,45266
2017,8,0,Adjustment 2017,WA,,Final,137797,2119933,707321
2017,8,0,Adjustment 2017,WI,,Final,106141,973161,555568
2017,8,0,Adjustment 2017,WV,,Final,2240,15613,10900
2017,8,0,Adjustment 2017,WY,,Final,11213,95977,51263
2017,9,0,Adjustment 2017,AK,,Final,12992,50780,35718
2017,9,0,Adjustment 2017,AL,,Final,185085,1668782,821824
2017,9,0,Adjustment 2017,AR,,Final,84172,908851,432217
2017,9,0,Adjustment 2017,AZ,,Final,46721,453943,148757
2017,9,0,Adjustment 2017,CA,,Final,766754,5220051,1706247
2017,9,0,Adjustment 2017,CO,,Final,123079,1074726,503503
2017,9,0,Adjustment 2017,CT,,Final,225896,1354556,497387
2017,9,0,Adjustment 2017,DC,,Final,78615,671620,49224
2017,9,0,Adjustment 2017,DE,,Final,39712,458784,72228
2017,9,0,Adjustment 2017,FL,,Final,446943,4080719,2176591
2017,9,0,Adjustment 2017,GA,,Final,416870,3831278,1953541
2017,9,0,Adjustment 2017,HI,,Final,376,1949,-14927
2017,9,0,Adjustment 2017,IA,,Final,95411,933671,450736
