UTILITY CHARATERISTICS,,,,,,,TOTAL,,
,,,,,,,Revenue,Sales,Customers
2019,3,0,Adjustment 2019,CA,,Final,955324,6339503,4350275
2019,3,0,Adjustment 2019,CO,,Final,96147,844212,517448
2019,3,0,Adjustment 2019,CT,,Final,219350,1235549,430541
2019,3,0,Adjustment 2019,DC,,Final,75341,634057,50624
2019,3,0,Adjustment 2019,DE,,Final,36466,397999,67975
2019,3,0,Adjustment 2019,FL,,Final,353441,3326017,2222306
2019,3,0,Adjustment 2019,GA,,Final,365756,3297843,1983927
2019,3,0,Adjustment 2019,HI,,Final,539,4636,-16502
2019,3,0,Adjustment 2019,IA,,Final,112708,1164189,452494
2019,3,0,Adjustment 2019,ID,,Final,13502,163915,79712
2019,3,0,Adjustment 2019,IL,,Final,761461,8382764,2674556
2019,3,0,Adjustment 2019,IN,,Final,179479,1766154,830136
2019,3,0,Adjustment 2019,KS,,Final,81124,787899,422313
2019,3,0,Adjustment 2019,KY,,Final,147108,1564529,804162
2019,3,0,Adjustment 2019,LA,,Final,104136,1227124,593113
2019,3,0,Adjustment 2019,MA,,Final,513895,2918158,1614158
2019,3,0,Adjustment 2019,MD,,Final,275198,2606621,576388
2019,3,0,Adjustment 2019,ME,,Final,58516,503502,115280
2019,3,0,Adjustment 2019,MI,,Final,138039,1520795,499488
2019,3,0,Adjustment 2019,MN,,Final,189625,1781827,825780
2019,3,0,Adjustment 2019,MO,,Final,163269,1620965,942506
2019,3,0,Adjustment 2019,MS,,Final,115572,1093932,608734
2019,3,0,Adjustment 2019,MT,,Final,40680,474891,108283
2019,3,0,Adjustment 2019,NC,,Final,237610,2188133,1413273
2019,3,0,Adjustment 2019,ND,,Final,19124,250032,54565
2019,3,0,Adjustment 2019,NE,,Final,68176,656467,282578
2019,3,0,Adjustment 2019,NH,,Final,72681,451130,151883
2019,3,0,Adjustment 2019,NJ,,Final,344869,2870575,514059
2019,3,0,Adjustment 2019,NM,,Final,34038,320095,204889
2019,3,0,Adjustment 2019,NV,,Final,18839,403174,4622
2019,3,0,Adjustment 2019,NY,,Final,702976,6208699,1517259
2019,3,0,Adjustment 2019,OH,,Final,958191,10200367,3563605
2019,3,0,Adjustment 2019,OK,,Final,106933,1127303,593315
2019,3,0,Adjustment 2019,OR,,Final,100866,1369060,397159
2019,3,0,Adjustment 2019,PA,,Final,755300,8471517,2176219
2019,3,0,Adjustment 2019,RI,,Final,46703,273679,63785
2019,3,0,Adjustment 2019,SC,,Final,148010,1263900,824234
2019,3,0,Adjustment 2019,SD,,Final,26305,249246,100318
2019,3,0,Adjustment 2019,TN,,Final,225093,2342198,1093334
2019,3,0,Adjustment 2019,TX,,Final,2225834,26324779,11018944
2019,3,0,Adjustment 2019,UT,,Final,20413,236534,178387
2019,3,0,Adjustment 2019,VA,,Final,112070,1116564,530472
2019,3,0,Adjustment 2019,VT,,Final,6398,39847,45326
2019,3,0,Adjustment 2019,WA,,Final,156294,2365319,715145
2019,3,0,Adjustment 2019,WI,,Final,111825,1083505,556070
2019,3,0,Adjustment 2019,WV,,Final,1706,12106,11094
2019,3,0,Adjustment 2019,WY,,Final,11743,100946,51443
2019,4,0,Adjustment 2019,AK,,Final,12606,48768,35622
2019,4,0,Adjustment 2019,AL,,Final,140250,1320320,831982
2019,4,0,Adjustment 2019,AR,,Final,64186,722623,437745
2019,4,0,Adjustment 2019,AZ,,Final,32679,342596,132521
2019,4,0,Adjustment 2019,CA,,Final,892660,6218717,4220476
2019,4,0,Adjustment 2019,CO,,Final,97675,846682,517268
2019,4,0,Adjustment 2019,CT,,Final,184450,1046183,433415
2019,4,0,Adjustment 2019,DC,,Final,73187,584830,49303
2019,4,0,Adjustment 2019,DE,,Final,34639,375381,68786
2019,4,0,Adjustment 2019,FL,,Final,325741,3030094,2225961
2019,4,0,Adjustment 2019,GA,,Final,337125,3002801,1987419
2019,4,0,Adjustment 2019,HI,,Final,547,4668,-16566
2019,4,0,Adjustment 2019,IA,,Final,95557,992314,452098
2019,4,0,Adjustment 2019,ID,,Final,11194,133772,79741
2019,4,0,Adjustment 2019,IL,,Final,685377,7422598,2674613
2019,4,0,Adjustment 2019,IN,,Final,161159,1612190,830933
2019,4,0,Adjustment 2019,KS,,Final,76432,746655,423136
2019,4,0,Adjustment 2019,KY,,Final,131517,1413151,804941
2019,4,0,Adjustment 2019,LA,,Final,96418,1131664,594152
2019,4,0,Adjustment 2019,MA,,Final,470879,2762394,1641468
2019,4,0,Adjustment 2019,MD,,Final,237679,2314346,575735
2019,4,0,Adjustment 2019,ME,,Final,48401,423077,111252
2019,4,0,Adjustment 2019,MI,,Final,127701,1452032,498923
2019,4,0,Adjustment 2019,MN,,Final,159812,1495974,824996
2019,4,0,Adjustment 2019,MO,,Final,144655,1443353,943414
2019,4,0,Adjustment 2019,MS,,Final,107344,1007758,609790
2019,4,0,Adjustment 2019,MT,,Final,28367,429405,108724
2019,4,0,Adjustment 2019,NC,,Final,218685,1996883,1415594
2019,4,0,Adjustment 2019,ND,,Final,16611,225498,54621
2019,4,0,Adjustment 2019,NE,,Final,58578,562696,286536
2019,4,0,Adjustment 2019,NH,,Final,67733,432657,147101
2019,4,0,Adjustment 2019,NJ,,Final,301482,2495158,503234
2019,4,0,Adjustment 2019,NM,,Final,34592,322143,204813
2019,4,0,Adjustment 2019,NV,,Final,19741,434971,4284
2019,4,0,Adjustment 2019,NY,,Final,670615,5923272,1514170
2019,4,0,Adjustment 2019,OH,,Final,823124,8976829,3566490
2019,4,0,Adjustment 2019,OK,,Final,99512,1048528,594370
2019,4,0,Adjustment 2019,OR,,Final,82777,1216012,397051
2019,4,0,Adjustment 2019,PA,,Final,663432,7642351,2167580
2019,4,0,Adjustment 2019,RI,,Final,42208,255164,63150
2019,4,0,Adjustment 2019,SC,,Final,135674,1150061,825555
2019,4,0,Adjustment 2019,SD,,Final,22052,204027,100351
2019,4,0,Adjustment 2019,TN,,Final,203231,2134880,1094437
2019,4,0,Adjustment 2019,TX,,Final,2026409,24563037,10995161
2019,4,0,Adjustment 2019,UT,,Final,20590,237184,178270
2019,4,0,Adjustment 2019,VA,,Final,101211,994344,531288
2019,4,0,Adjustment 2019,VT,,Final,5723,35705,45344
2019,4,0,Adjustment 2019,WA,,Final,129278,2000415,714973
2019,4,0,Adjustment 2019,WI,,Final,94484,923138,555410
2019,4,0,Adjustment 2019,WV,,Final,1514,10798,11106
2019,4,0,Adjustment 2019,WY,,Final,10147,88572,51570
2019,5,0,Adjustment 2019,AK,,Final,12466,47549,35954
2019,5,0,Adjustment 2019,AL,,Final,158075,1478503,833264
2019,5,0,Adjustment 2019,AR,,Final,72066,804959,438718
2019,5,0,Adjustment 2019,AZ,,Final,34611,356849,134410
2019,5,0,Adjustment 2019,CA,,Final,1056257,6690238,4812473
2019,5,0,Adjustment 2019,CO,,Final,103544,882346,518022
2019,5,0,Adjustment 2019,CT,,Final,202246,1158536,435672
2019,5,0,Adjustment 2019,DC,,Final,85907,685563,49332
2019,5,0,Adjustment 2019,DE,,Final,35883,414053,69108
2019,5,0,Adjustment 2019,FL,,Final,368088,3416802,2229562
2019,5,0,Adjustment 2019,GA,,Final,383686,3364573,1990893
2019,5,0,Adjustment 2019,HI,,Final,611,4918,-16167
2019,5,0,Adjustment 2019,IA,,Final,92350,957569,455962
2019,5,0,Adjustment 2019,ID,,Final,10659,126089,80393
2019,5,0,Adjustment 2019,IL,,Final,703265,7880745,2657141
2019,5,0,Adjustment 2019,IN,,Final,164267,1659369,832414
2019,5,0,Adjustment 2019,KS,,Final,85724,827092,424232
2019,5,0,Adjustment 2019,KY,,Final,134395,1454088,806358
2019,5,0,Adjustment 2019,LA,,Final,108346,1259598,595190
2019,5,0,Adjustment 2019,MA,,Final,474056,2796821,1629483
2019,5,0,Adjustment 2019,MD,,Final,272936,2655183,576845
2019,5,0,Adjustment 2019,ME,,Final,53717,480163,115372
2019,5,0,Adjustment 2019,MI,,Final,121822,1408050,503123
2019,5,0,Adjustment 2019,MN,,Final,153839,1431823,831868
2019,5,0,Adjustment 2019,MO,,Final,147564,1481093,945088
2019,5,0,Adjustment 2019,MS,,Final,120867,1127228,610945
2019,5,0,Adjustment 2019,MT,,Final,25000,443572,109604
2019,5,0,Adjustment 2019,NC,,Final,246756,2241445,1417918
2019,5,0,Adjustment 2019,ND,,Final,16330,223743,54379
2019,5,0,Adjustment 2019,NE,,Final,57187,544776,288972
2019,5,0,Adjustment 2019,NH,,Final,69231,451449,147755
2019,5,0,Adjustment 2019,NJ,,Final,357878,2866626,501200
2019,5,0,Adjustment 2019,NM,,Final,36704,335821,205061
2019,5,0,Adjustment 2019,NV,,Final,18953,433878,4436
2019,5,0,Adjustment 2019,NY,,Final,679519,5742567,1511406
2019,5,0,Adjustment 2019,OH,,Final,887196,9652768,3555208
2019,5,0,Adjustment 2019,OK,,Final,111796,1165713,595368
2019,5,0,Adjustment 2019,OR,,Final,78397,1202980,400468
2019,5,0,Adjustment 2019,PA,,Final,664665,7890180,2158926
2019,5,0,Adjustment 2019,RI,,Final,44025,261953,64054
2019,5,0,Adjustment 2019,SC,,Final,152866,1286497,827448
2019,5,0,Adjustment 2019,SD,,Final,21157,192760,101209
2019,5,0,Adjustment 2019,TN,,Final,209343,2210091,1096302
2019,5,0,Adjustment 2019,TX,,Final,2369607,28326942,10978746
2019,5,0,Adjustment 2019,UT,,Final,21795,246851,178428
2019,5,0,Adjustment 2019,VA,,Final,113577,1106599,532099
2019,5,0,Adjustment 2019,VT,,Final,5856,36800,45439
2019,5,0,Adjustment 2019,WA,,Final,126393,2001742,721158
2019,5,0,Adjustment 2019,WI,,Final,91094,890517,560062
2019,5,0,Adjustment 2019,WV,,Final,1556,11138,11121
2019,5,0,Adjustment 2019,WY,,Final,9943,87091,52025
2019,6,0,Adjustment 2019,AK,,Final,12971,47604,35732
2019,6,0,Adjustment 2019,AL,,Final,189993,1733801,834098
2019,6,0,Adjustment 2019,AR,,Final,85357,931003,439366
2019,6,0,Adjustment 2019,AZ,,Final,39754,394411,131933
2019,6,0,Adjustment 2019,CA,,Final,1195815,7068242,4644237
2019,6,0,Adjustment 2019,CO,,Final,118078,977632,517861
2019,6,0,Adjustment 2019,CT,,Final,242258,1330562,437287
2019,6,0,Adjustment 2019,DC,,Final,82654,686911,49090
2019,6,0,Adjustment 2019,DE,,Final,36593,438883,69852
2019,6,0,Adjustment 2019,FL,,Final,447057,4070037,2232041
2019,6,0,Adjustment 2019,GA,,Final,459957,3977853,1993404
2019,6,0,Adjustment 2019,HI,,Final,654,5331,-16671
2019,6,0,Adjustment 2019,IA,,Final,95300,950495,453323
2019,6,0,Adjustment 2019,ID,,Final,10985,124801,79949
2019,6,0,Adjustment 2019,IL,,Final,760435,8437628,2639640
2019,6,0,Adjustment 2019,IN,,Final,200283,1868394,833780
2019,6,0,Adjustment 2019,KS,,Final,99351,924268,424815
2019,6,0,Adjustment 2019,KY,,Final,166022,1669970,807925
2019,6,0,Adjustment 2019,LA,,Final,128914,1457420,595933
2019,6,0,Adjustment 2019,MA,,Final,517703,3008369,1641641
2019,6,0,Adjustment 2019,MD,,Final,282835,2769913,574674
2019,6,0,Adjustment 2019,ME,,Final,39722,341889,109478
2019,6,0,Adjustment 2019,MI,,Final,127524,1463710,500296
2019,6,0,Adjustment 2019,MN,,Final,158686,1419446,827079
2019,6,0,Adjustment 2019,MO,,Final,184456,1735850,946973
2019,6,0,Adjustment 2019,MS,,Final,144113,1314053,611670
2019,6,0,Adjustment 2019,MT,,Final,27362,467939,109041
2019,6,0,Adjustment 2019,NC,,Final,299021,2649606,1419450
2019,6,0,Adjustment 2019,ND,,Final,16886,222551,54049
2019,6,0,Adjustment 2019,NE,,Final,59150,541334,287525
2019,6,0,Adjustment 2019,NH,,Final,71297,466343,147905
2019,6,0,Adjustment 2019,NJ,,Final,376399,2923207,501364
2019,6,0,Adjustment 2019,NM,,Final,41455,363588,205074
2019,6,0,Adjustment 2019,NV,,Final,24184,539619,3797
2019,6,0,Adjustment 2019,NY,,Final,770866,6380824,1499916
2019,6,0,Adjustment 2019,OH,,Final,935424,10001773,3548725
2019,6,0,Adjustment 2019,OK,,Final,132175,1334629,596003
2019,6,0,Adjustment 2019,OR,,Final,80472,1191929,398119
2019,6,0,Adjustment 2019,PA,,Final,685024,8044517,2151064
2019,6,0,Adjustment 2019,RI,,Final,45170,276044,64685
2019,6,0,Adjustment 2019,SC,,Final,185504,1518642,827670
2019,6,0,Adjustment 2019,SD,,Final,21853,191243,100633
2019,6,0,Adjustment 2019,TN,,Final,258138,2535955,1099575
2019,6,0,Adjustment 2019,TX,,Final,2720764,32080037,10970733
2019,6,0,Adjustment 2019,UT,,Final,25399,282102,178446
2019,6,0,Adjustment 2019,VA,,Final,136573,1308177,532711
2019,6,0,Adjustment 2019,VT,,Final,7248,43046,45461
2019,6,0,Adjustment 2019,WA,,Final,131069,1987265,717031
2019,6,0,Adjustment 2019,WI,,Final,93924,883783,556832
2019,6,0,Adjustment 2019,WV,,Final,1988,13416,11146
2019,6,0,Adjustment 2019,WY,,Final,10280,86694,51739
2019,7,0,Adjustment 2019,AK,,Final,14392,53028,36035
2019,7,0,Adjustment 2019,AL,,Final,211371,1947930,836387
2019,7,0,Adjustment 2019,AR,,Final,94560,1040449,440642
2019,7,0,Adjustment 2019,AZ,,Final,48871,473241,131687
2019,7,0,Adjustment 2019,CA,,Final,1417302,7983843,4744743
2019,7,0,Adjustment 2019,CO,,Final,145425,1180356,518210
2019,7,0,Adjustment 2019,CT,,Final,314915,1771593,435040
2019,7,0,Adjustment 2019,DC,,Final,96662,793382,49003
2019,7,0,Adjustment 2019,DE,,Final,43986,505046,70370
2019,7,0,Adjustment 2019,FL,,Final,499074,4597027,2237909
2019,7,0,Adjustment 2019,GA,,Final,517059,4489287,1998852
2019,7,0,Adjustment 2019,HI,,Final,804,6055,-16835
2019,7,0,Adjustment 2019,IA,,Final,107898,1069108,457242
2019,7,0,Adjustment 2019,ID,,Final,12505,142584,80632
2019,7,0,Adjustment 2019,IL,,Final,921262,10132526,2617816
2019,7,0,Adjustment 2019,IN,,Final,234595,2131138,835452
2019,7,0,Adjustment 2019,KS,,Final,108653,1014196,426124
2019,7,0,Adjustment 2019,KY,,Final,196147,1929220,809518
2019,7,0,Adjustment 2019,LA,,Final,143123,1629924,597571
2019,7,0,Adjustment 2019,MA,,Final,662617,3718275,1676343
2019,7,0,Adjustment 2019,MD,,Final,328278,3254053,573211
2019,7,0,Adjustment 2019,ME,,Final,57112,512069,114227
2019,7,0,Adjustment 2019,MI,,Final,145184,1621521,504515
2019,7,0,Adjustment 2019,MN,,Final,179918,1605578,834215
2019,7,0,Adjustment 2019,MO,,Final,219849,2031253,948826
2019,7,0,Adjustment 2019,MS,,Final,159719,1471913,613407
2019,7,0,Adjustment 2019,MT,,Final,32287,485998,109935
2019,7,0,Adjustment 2019,NC,,Final,334027,2987151,1423206
2019,7,0,Adjustment 2019,ND,,Final,18971,246222,54540
2019,7,0,Adjustment 2019,NE,,Final,66600,607219,289869
2019,7,0,Adjustment 2019,NH,,Final,85487,553150,147808
2019,7,0,Adjustment 2019,NJ,,Final,474495,3624599,567609
2019,7,0,Adjustment 2019,NM,,Final,51083,438851,205206
2019,7,0,Adjustment 2019,NV,,Final,30135,505261,3479
2019,7,0,Adjustment 2019,NY,,Final,955183,7387370,1506126
2019,7,0,Adjustment 2019,OH,,Final,1146421,12144093,3566665
2019,7,0,Adjustment 2019,OK,,Final,146144,1483985,597653
2019,7,0,Adjustment 2019,OR,,Final,91283,1315429,401591
2019,7,0,Adjustment 2019,PA,,Final,796258,8984975,2143573
2019,7,0,Adjustment 2019,RI,,Final,53045,329497,62926
2019,7,0,Adjustment 2019,SC,,Final,207744,1714236,829909
2019,7,0,Adjustment 2019,SD,,Final,24656,217769,101457
2019,7,0,Adjustment 2019,TN,,Final,304253,2925916,1101613
2019,7,0,Adjustment 2019,TX,,Final,3145592,36185401,11013793
2019,7,0,Adjustment 2019,UT,,Final,31124,336824,178556
2019,7,0,Adjustment 2019,VA,,Final,154909,1460295,534131
2019,7,0,Adjustment 2019,VT,,Final,8574,50292,45520
2019,7,0,Adjustment 2019,WA,,Final,148939,2203785,723193
2019,7,0,Adjustment 2019,WI,,Final,106329,994557,561657
2019,7,0,Adjustment 2019,WV,,Final,2400,16012,11123
2019,7,0,Adjustment 2019,WY,,Final,11609,96735,52166
2019,8,0,Adjustment 2019,AK,,Final,14355,52686,35688
2019,8,0,Adjustment 2019,AL,,Final,218632,2028270,837198
2019,8,0,Adjustment 2019,AR,,Final,97674,1081548,441057
2019,8,0,Adjustment 2019,AZ,,Final,50944,494599,131671
2019,8,0,Adjustment 2019,CA,,Final,1511072,8536314,4700173
2019,8,0,Adjustment 2019,CO,,Final,151053,1232012,519129
2019,8,0,Adjustment 2019,CT,,Final,220851,1285717,431856
2019,8,0,Adjustment 2019,DC,,Final,89533,782567,48908
2019,8,0,Adjustment 2019,DE,,Final,39546,466076,70860
2019,8,0,Adjustment 2019,FL,,Final,516799,4798766,2240051
2019,8,0,Adjustment 2019,GA,,Final,533481,4676358,2000838
2019,8,0,Adjustment 2019,HI,,Final,814,6410,-16895
2019,8,0,Adjustment 2019,IA,,Final,107423,1056741,452882
2019,8,0,Adjustment 2019,ID,,Final,12304,139769,79892
2019,8,0,Adjustment 2019,IL,,Final,840885,9454982,2596359
2019,8,0,Adjustment 2019,IN,,Final,231027,2139900,836172
2019,8,0,Adjustment 2019,KS,,Final,112060,1051754,426467
2019,8,0,Adjustment 2019,KY,,Final,192837,1931143,810231
2019,8,0,Adjustment 2019,LA,,Final,147904,1693860,598161
2019,8,0,Adjustment 2019,MA,,Final,647036,3658443,1668306
2019,8,0,Adjustment 2019,MD,,Final,312747,3089710,569668
2019,8,0,Adjustment 2019,ME,,Final,54940,485386,112346
2019,8,0,Adjustment 2019,MI,,Final,142297,1573985,499673
2019,8,0,Adjustment 2019,MN,,Final,178583,1582252,825664
2019,8,0,Adjustment 2019,MO,,Final,216223,2030537,949666
2019,8,0,Adjustment 2019,MS,,Final,165150,1532301,613983
2019,8,0,Adjustment 2019,MT,,Final,32579,491385,108997
2019,8,0,Adjustment 2019,NC,,Final,345774,3113304,1424640
2019,8,0,Adjustment 2019,ND,,Final,19065,245560,53933
2019,8,0,Adjustment 2019,NE,,Final,66838,601027,287464
2019,8,0,Adjustment 2019,NH,,Final,78005,508127,146434
2019,8,0,Adjustment 2019,NJ,,Final,449440,3436024,602436
2019,8,0,Adjustment 2019,NM,,Final,52842,454013,205572
2019,8,0,Adjustment 2019,NV,,Final,30480,507126,3181
2019,8,0,Adjustment 2019,NY,,Final,972740,7391270,1522172
2019,8,0,Adjustment 2019,OH,,Final,1045037,11254421,3534842
2019,8,0,Adjustment 2019,OK,,Final,150966,1541382,598221
2019,8,0,Adjustment 2019,OR,,Final,92687,1316953,397771
2019,8,0,Adjustment 2019,PA,,Final,807274,9208222,2133678
2019,8,0,Adjustment 2019,RI,,Final,51542,325496,64042
2019,8,0,Adjustment 2019,SC,,Final,214991,1784743,830737
2019,8,0,Adjustment 2019,SD,,Final,24355,214017,100511
2019,8,0,Adjustment 2019,TN,,Final,298083,2916932,1102644
2019,8,0,Adjustment 2019,TX,,Final,3628844,37576397,11062016
2019,8,0,Adjustment 2019,UT,,Final,32696,357046,178906
2019,8,0,Adjustment 2019,VA,,Final,155518,1493712,534673
2019,8,0,Adjustment 2019,VT,,Final,8424,50151,45552
2019,8,0,Adjustment 2019,WA,,Final,148357,2184327,716426
2019,8,0,Adjustment 2019,WI,,Final,105848,982742,556299
2019,8,0,Adjustment 2019,WV,,Final,2349,15831,11133
2019,8,0,Adjustment 2019,WY,,Final,11675,96054,51702
2019,9,0,Adjustment 2019,AK,,Final,13281,48780,35785
2019,9,0,Adjustment 2019,AL,,Final,203547,1916951,837846
2019,9,0,Adjustment 2019,AR,,Final,90401,1019306,441284
2019,9,0,Adjustment 2019,AZ,,Final,45896,441792,132421
2019,9,0,Adjustment 2019,CA,,Final,1408213,7937701,4559430
2019,9,0,Adjustment 2019,CO,,Final,135875,1097675,519891
2019,9,0,Adjustment 2019,CT,,Final,171902,1105621,428127
2019,9,0,Adjustment 2019,DC,,Final,83271,689955,49020
2019,9,0,Adjustment 2019,DE,,Final,36175,434133,71237
2019,9,0,Adjustment 2019,FL,,Final,482438,4550995,2241829
2019,9,0,Adjustment 2019,GA,,Final,494535,4414623,2002398
2019,9,0,Adjustment 2019,HI,,Final,746,5920,-16467
2019,9,0,Adjustment 2019,IA,,Final,97475,966385,453724
